"","plot","long","lat","samp_date","src_data"
"101","5P",-162.944943,65.622105,2003-07-30,"ARCN FIA plot"
"102","5S",-162.969722,65.800391,2003-06-14,"ARCN FIA plot"
"103","5S-b",-163.254926,65.770211,2003-07-09,"ARCN FIA plot"
"104","6L",-163.232321,65.660943,2003-07-30,"ARCN FIA plot"
"105","6L-b",-163.284468,65.767679,2003-07-09,"ARCN FIA plot"
"106","6M",-163.45857,65.653004,2003-07-24,"ARCN FIA plot"
"107","6P",-163.43405,65.61622,2003-07-30,"ARCN FIA plot"
"108","6S",-163.242411,65.758876,2003-06-14,"ARCN FIA plot"
"109","7L",-163.599955,65.688141,2003-07-24,"ARCN FIA plot"
"110","7M",-163.877907,65.63506,2003-07-24,"ARCN FIA plot"
"111","7P",-163.631691,65.680561,2003-07-24,"ARCN FIA plot"
"112","7S",-163.578143,65.524049,2003-07-06,"ARCN FIA plot"
"113","7S-b",-163.606714,65.52384,2003-07-06,"ARCN FIA plot"
"114","8L",-164.234142,65.593282,2003-07-05,"ARCN FIA plot"
"115","8L-b",-164.170461,65.765501,2003-07-12,"ARCN FIA plot"
"116","8M",-164.144583,65.650392,2003-07-05,"ARCN FIA plot"
"117","8P",-164.242945,65.602643,2003-07-05,"ARCN FIA plot"
"118","8S",-164.175879,65.72015,2003-06-15,"ARCN FIA plot"
"119","9L",-163.796395,65.753995,2003-06-30,"ARCN FIA plot"
"120","9L-b",-163.738818,65.733578,2003-06-30,"ARCN FIA plot"
"121","9M",-163.652269,65.744618,2003-06-30,"ARCN FIA plot"
"122","9P",-163.838773,65.77748,2003-06-30,"ARCN FIA plot"
"123","10L",-163.606038,65.866765,2003-06-28,"ARCN FIA plot"
"124","10L-b",-163.265451,66.006739,2003-06-28,"ARCN FIA plot"
"125","10M",-163.691016,65.878985,2003-06-28,"ARCN FIA plot"
"126","10P",-163.526677,65.872741,2003-06-28,"ARCN FIA plot"
"127","11L",-164.266441,65.784953,2003-06-15,"ARCN FIA plot"
"128","11L-b",-164.151648,65.887461,2003-07-16,"ARCN FIA plot"
"129","11M",-163.979536,65.93227,2003-07-16,"ARCN FIA plot"
"130","11P",-164.22197,65.894269,2003-06-17,"ARCN FIA plot"
"131","12L",-164.486007,65.783762,2003-06-15,"ARCN FIA plot"
"132","12M",-164.733827,65.897208,2003-06-18,"ARCN FIA plot"
"133","12P",-164.820435,65.89046,2003-08-01,"ARCN FIA plot"
"134","12S",-164.491773,65.817863,2003-06-15,"ARCN FIA plot"
"135","12S-b",-164.498001,65.826693,2003-07-12,"ARCN FIA plot"
"136","13L",-163.831553,65.919562,2003-07-16,"ARCN FIA plot"
"137","13L-b",-163.81458,65.873342,2003-07-16,"ARCN FIA plot"
"138","13M",-164.028728,66.01912,2003-06-17,"ARCN FIA plot"
"139","13P",-163.855339,65.89951,2003-07-16,"ARCN FIA plot"
"140","14M",-164.342712,65.944372,2003-06-17,"ARCN FIA plot"
"141","14P",-164.260079,65.972015,2003-06-17,"ARCN FIA plot"
"142","15L",-164.575233,66.001546,2003-07-25,"ARCN FIA plot"
"143","15M",-164.756888,66.068875,2003-07-20,"ARCN FIA plot"
"144","15P",-164.513757,66.052911,2003-07-25,"ARCN FIA plot"
"145","15S",-164.58042,66.004937,2003-08-01,"ARCN FIA plot"
"146","15S-b",-164.579503,66.003885,2003-08-01,"ARCN FIA plot"
"147","16M",-164.903981,66.060271,2003-06-18,"ARCN FIA plot"
"148","16P",-165.091032,65.981623,2003-06-18,"ARCN FIA plot"
"149","17M",-165.174755,66.244662,2003-07-20,"ARCN FIA plot"
"150","17P",-165.141072,66.243417,2003-07-20,"ARCN FIA plot"
"151","18M",-165.081645,66.176813,2003-07-20,"ARCN FIA plot"
"152","18P",-164.622048,66.339376,2003-07-31,"ARCN FIA plot"
"153","19M",-164.594883,66.180659,2003-07-20,"ARCN FIA plot"
"154","19P",-164.403228,66.265953,2003-07-31,"ARCN FIA plot"
"155","20P",-164.20328,66.341844,2003-07-31,"ARCN FIA plot"
"156","21M",-164.401726,66.41995,2003-07-31,"ARCN FIA plot"
"157","21P",-164.243385,66.383847,2003-07-31,"ARCN FIA plot"
"158","Plot A",-164.12529,65.78974,2000-08-13,"ARCN FIA plot"
"159","Plot C",-163.7675,65.81004,2000-08-21,"ARCN FIA plot"
"160","Plot D",-163.56019,65.86603,2000-08-13,"ARCN FIA plot"
"161","Plot E",-163.68788,65.84483,2000-08-13,"ARCN FIA plot"
"162","Plot J",-163.46541,65.44219,2000-08-13,"ARCN FIA plot"
"163","Plot K",-163.3376,65.33863,2000-08-13,"ARCN FIA plot"
"164","Plot N",-163.38339,65.51183,2001-08-15,"ARCN FIA plot"
"165","Plot W",-163.57498,65.57865,2001-08-15,"ARCN FIA plot"
"166","Plot Y",-164.74412,65.86076,2001-08-21,"ARCN FIA plot"
"167","Plot 4",-162.88275,65.67639,2002-07-01,"ARCN FIA plot"
"168","Plot 11",-164.8451,65.88912,2001-08-21,"ARCN FIA plot"
"169","Plot 16",-162.73312,65.74065,2002-07-01,"ARCN FIA plot"
"170","Plot 22",-164.57674,66.07001,2002-07-01,"ARCN FIA plot"
"171","Plot 23",-164.56063,66.07061,2002-07-01,"ARCN FIA plot"
"172","Plot 25",-164.51706,66.08747,2002-07-08,"ARCN FIA plot"
"173","Plot 26",-164.56592,66.06256,2002-07-01,"ARCN FIA plot"
"174","EKOTZ10",-162.537136,66.878387,2006-07-01,"ARCN FIA plot"
"175","EKOTZ50",-162.536345,66.878569,2006-07-01,"ARCN FIA plot"
"176","EKOTZ100",-162.535373,66.878793,2006-07-01,"ARCN FIA plot"
"177","TREF1-1",-163.532558,67.18556,2006-07-03,"ARCN FIA plot"
"178","TREF1-2",-163.524183,67.189896,2006-07-02,"ARCN FIA plot"
"179","TREF1-3",-163.532548,67.185153,2006-07-03,"ARCN FIA plot"
"180","TREF2-1",-163.163485,67.144241,2006-07-02,"ARCN FIA plot"
"181","TREF2-2",-163.126878,67.118622,2006-07-02,"ARCN FIA plot"
"182","TREF2-3",-163.16103,67.144445,2006-07-02,"ARCN FIA plot"
"183","EREF1-2",-163.594824,67.241524,2006-07-03,"ARCN FIA plot"
"184","EREF2-1",-163.134477,67.141356,2006-07-02,"ARCN FIA plot"
"185","EREF2-2",-163.137895,67.140379,2006-07-02,"ARCN FIA plot"
"186","EREF2-3",-163.120174,67.12451,2006-07-02,"ARCN FIA plot"
"187","E1S10",-163.891897,67.624324,2006-06-27,"ARCN FIA plot"
"188","E1S50",-163.891416,67.624011,2006-06-27,"ARCN FIA plot"
"189","E1S100",-163.892267,67.623412,2006-06-27,"ARCN FIA plot"
"190","E1S300",-163.889907,67.621994,2006-06-21,"ARCN FIA plot"
"191","E1S1000",-163.880121,67.616514,2006-06-27,"ARCN FIA plot"
"192","E1S1000A",-163.879935,67.616416,2006-06-27,"ARCN FIA plot"
"193","E1S2000",-163.86803,67.608639,2006-07-06,"ARCN FIA plot"
"194","E1S4000",-163.859175,67.588353,2006-07-06,"ARCN FIA plot"
"195","E2S10",-163.869215,67.627786,2006-06-25,"ARCN FIA plot"
"196","E2S50",-163.861358,67.628585,2006-06-25,"ARCN FIA plot"
"197","E2S100",-163.860536,67.628178,2006-06-25,"ARCN FIA plot"
"198","E2S300",-163.868677,67.625076,2006-06-25,"ARCN FIA plot"
"199","E2S1000",-163.835196,67.623693,2006-06-25,"ARCN FIA plot"
"200","E2S1000A",-163.835184,67.623824,2006-06-25,"ARCN FIA plot"
"201","E2S2000",-163.820034,67.6162,2006-07-07,"ARCN FIA plot"
"202","E2S4000",-163.834785,67.594336,2006-07-07,"ARCN FIA plot"
"203","E3N10",-163.615067,67.746035,2006-06-23,"ARCN FIA plot"
"204","E3N50",-163.61355,67.748507,2006-06-23,"ARCN FIA plot"
"205","E3N100",-163.614744,67.748358,2006-06-23,"ARCN FIA plot"
"206","E3N300",-163.66789,67.715874,2006-06-24,"ARCN FIA plot"
"207","E3N1000",-163.683154,67.717273,2006-06-26,"ARCN FIA plot"
"208","E3N1000A",-163.682687,67.717308,2006-06-26,"ARCN FIA plot"
"209","E4N10",-163.715348,67.665071,2006-06-24,"ARCN FIA plot"
"210","E4N50",-163.614999,67.747082,2006-06-23,"ARCN FIA plot"
"211","E4N100",-163.716371,67.66566,2006-06-24,"ARCN FIA plot"
"212","E4N300",-163.716379,67.667663,2006-06-24,"ARCN FIA plot"
"213","E4N1000",-163.72802,67.674833,2006-06-24,"ARCN FIA plot"
"214","E4N2000",-163.745969,67.684576,2006-07-05,"ARCN FIA plot"
"215","E4N4000",-163.79946,67.689701,2006-07-05,"ARCN FIA plot"
"216","E4N4000A",-163.799208,67.689557,2006-07-05,"ARCN FIA plot"
"217","E5N10",-163.87014,67.627985,2006-06-29,"ARCN FIA plot"
"218","E5N50",-163.871232,67.62821,2006-06-29,"ARCN FIA plot"
"219","E5N100",-163.872598,67.628377,2006-06-29,"ARCN FIA plot"
"220","E5N300",-163.873504,67.630228,2006-06-29,"ARCN FIA plot"
"221","E5N1000",-163.900274,67.633032,2006-07-04,"ARCN FIA plot"
"222","E5N1000A",-163.900979,67.63285,2006-07-04,"ARCN FIA plot"
"223","E5N2000",-163.97663,67.61894,2006-07-06,"ARCN FIA plot"
"224","E5N4000",-164.004806,67.634428,2006-07-06,"ARCN FIA plot"
"225","E6S10",-163.683095,67.686916,2006-06-22,"ARCN FIA plot"
"226","E6S50",-163.682583,67.686604,2006-06-22,"ARCN FIA plot"
"227","E6S100",-163.67804,67.687822,2006-06-22,"ARCN FIA plot"
"228","E6S300",-163.668329,67.690578,2006-06-22,"ARCN FIA plot"
"229","E6S1000",-163.652217,67.689157,2006-06-22,"ARCN FIA plot"
"230","E6S2000",-163.619137,67.694403,2006-07-07,"ARCN FIA plot"
"231","E6S2000A",-163.618984,67.694288,2006-07-07,"ARCN FIA plot"
"232","E6S4000",-163.559829,67.700826,2006-07-07,"ARCN FIA plot"
"233","T1N10",-163.935284,67.609404,2006-06-23,"ARCN FIA plot"
"234","T1N50",-163.936282,67.609519,2006-06-23,"ARCN FIA plot"
"235","T1N100",-163.936945,67.609876,2006-06-23,"ARCN FIA plot"
"236","T1N300",-163.931757,67.615281,2006-06-28,"ARCN FIA plot"
"237","T1N1000",-163.956004,67.614043,2006-06-28,"ARCN FIA plot"
"238","T1N1000A",-163.95611,67.614194,2006-06-28,"ARCN FIA plot"
"239","T1N2000",-163.990582,67.617357,2006-07-06,"ARCN FIA plot"
"240","T1N4000",-164.012603,67.634936,2006-07-06,"ARCN FIA plot"
"241","T2N10",-163.614507,67.753618,2006-07-04,"ARCN FIA plot"
"242","T2N50",-163.613029,67.751416,2006-07-08,"ARCN FIA plot"
"243","T2N100",-163.614011,67.751444,2006-07-08,"ARCN FIA plot"
"244","T2N300",-163.617882,67.75045,2006-07-08,"ARCN FIA plot"
"245","T2N1000",-163.637817,67.751655,2006-07-08,"ARCN FIA plot"
"246","T2N2000",-163.665637,67.758089,2006-07-08,"ARCN FIA plot"
"247","T2N4000",-163.711674,67.763908,2006-07-07,"ARCN FIA plot"
"248","T2N4000A",-163.711359,67.764005,2006-07-07,"ARCN FIA plot"
"249","T3S10",-163.6919,67.682918,2006-06-22,"ARCN FIA plot"
"250","T3S50",-163.691723,67.682432,2006-06-27,"ARCN FIA plot"
"251","T3S100",-163.689374,67.682805,2006-06-27,"ARCN FIA plot"
"252","T3S300",-163.685141,67.681832,2006-06-27,"ARCN FIA plot"
"253","T3S1000",-163.666829,67.680539,2006-06-22,"ARCN FIA plot"
"254","T3S1000A",-163.666445,67.680617,2006-06-22,"ARCN FIA plot"
"255","T3S2000",-163.659884,67.660793,2006-07-05,"ARCN FIA plot"
"256","T3S4000",-163.626192,67.646636,2006-07-05,"ARCN FIA plot"
"257","T4S10",-163.573291,67.765089,2006-06-26,"ARCN FIA plot"
"258","T4S50",-163.57455,67.76493,2006-06-26,"ARCN FIA plot"
"259","T4S100",-163.568376,67.764086,2006-06-28,"ARCN FIA plot"
"260","T4S300",-163.562137,67.763524,2006-06-28,"ARCN FIA plot"
"261","T4S1000",-163.560501,67.756619,2006-06-28,"ARCN FIA plot"
"262","T4S1000A",-163.560165,67.756647,2006-06-28,"ARCN FIA plot"
"263","T4S2000",-163.474324,67.765309,2006-07-07,"ARCN FIA plot"
"264","T4S4000",-163.440219,67.751699,2006-07-07,"ARCN FIA plot"
"265","T5N10",-163.703371,67.678204,2006-06-25,"ARCN FIA plot"
"266","T5N50",-163.704229,67.678358,2006-06-25,"ARCN FIA plot"
"267","T5N100",-163.70733,67.676648,2006-06-25,"ARCN FIA plot"
"268","T5N300",-163.711633,67.676907,2006-06-26,"ARCN FIA plot"
"269","T5N1000",-163.719657,67.684495,2006-06-26,"ARCN FIA plot"
"270","T5N1000A",-163.719297,67.684454,2006-06-26,"ARCN FIA plot"
"271","T5N2000",-163.737243,67.691236,2006-07-05,"ARCN FIA plot"
"272","T5N4000",-163.783031,67.696575,2006-07-05,"ARCN FIA plot"
"273","T6S10",-163.897202,67.623537,2006-06-21,"ARCN FIA plot"
"274","T6S50",-163.895073,67.623471,2006-06-21,"ARCN FIA plot"
"275","T6S100",-163.893838,67.623222,2006-06-21,"ARCN FIA plot"
"276","T6S300",-163.892538,67.621488,2006-06-21,"ARCN FIA plot"
"277","T6S1000",-163.880905,67.616304,2006-06-21,"ARCN FIA plot"
"278","T6S2000",-163.962796,67.578728,2006-07-06,"ARCN FIA plot"
"279","T6S4000",-163.962983,67.561001,2006-07-06,"ARCN FIA plot"
"280","T6S4000A",-163.962892,67.56117,2006-07-06,"ARCN FIA plot"
"281","AADB2",-163.312739,67.231478,2007-06-12,"ARCN FIA plot"
"282","AADD1",-163.608561,67.590764,2007-06-15,"ARCN FIA plot"
"283","AADD2",-163.532035,67.159902,2007-06-12,"ARCN FIA plot"
"284","AADD3",-163.028418,67.162564,2007-06-12,"ARCN FIA plot"
"285","AMDD2",-163.804809,67.519505,2007-06-13,"ARCN FIA plot"
"286","ANDB2",-163.760425,67.517111,2007-06-14,"ARCN FIA plot"
"287","ANDD1",-163.184701,67.794963,2007-06-15,"ARCN FIA plot"
"288","CBM2R",-163.462723,67.100529,2007-06-13,"ARCN FIA plot"
"289","CBM3R",-163.521127,67.126927,2007-06-13,"ARCN FIA plot"
"290","CF2R",-162.786864,67.145823,2007-07-04,"ARCN FIA plot"
"291","CF3R",-162.833244,67.186669,2007-07-04,"ARCN FIA plot"
"292","CT1R",-163.608949,67.113362,2007-06-13,"ARCN FIA plot"
"293","CT2R",-163.508514,67.114103,2007-06-13,"ARCN FIA plot"
"294","DBTT1R",-163.93998,67.692997,2007-06-15,"ARCN FIA plot"
"295","DBTT3R",-163.440218,67.714956,2007-06-15,"ARCN FIA plot"
"296","G2R",-163.752078,67.418686,2007-06-13,"ARCN FIA plot"
"297","G3R",-163.234416,67.365403,2007-06-13,"ARCN FIA plot"
"298","JPalisad",-163.584772,67.160627,2007-07-04,"ARCN FIA plot"
"299","JSVC1",-163.676591,67.270293,2007-06-11,"ARCN FIA plot"
"300","LW1R",-163.462492,67.605563,2007-06-15,"ARCN FIA plot"
"301","LW2R",-163.400451,67.346007,2007-06-12,"ARCN FIA plot"
"302","LW3R",-163.385478,67.658508,2007-06-15,"ARCN FIA plot"
"303","RBW1R",-163.841549,67.465736,2007-06-12,"ARCN FIA plot"
"304","RBW2R",-163.82066,67.469101,2007-06-16,"ARCN FIA plot"
"305","RBW3R",-163.967975,67.702738,2007-06-14,"ARCN FIA plot"
"306","SDM1R",-163.376552,67.145601,2007-06-12,"ARCN FIA plot"
"307","SDM3R",-163.566421,67.533489,2007-06-14,"ARCN FIA plot"
"308","T5ULW",-163.623621,67.273964,2007-06-16,"ARCN FIA plot"
"309","ULW2R",-163.818237,67.500026,2007-06-14,"ARCN FIA plot"
"310","04-B3",-162.241131,67.397677,2004-07-06,"ARCN FIA plot"
"311","04-B5",-162.67859,67.805228,2004-07-07,"ARCN FIA plot"
"312","04-D1",-161.503432,68.015412,2004-07-11,"ARCN FIA plot"
"313","04-D12",-162.649734,67.783168,2004-07-07,"ARCN FIA plot"
"314","04-F2",-162.081448,67.21485,2004-07-12,"ARCN FIA plot"
"315","04-F3",-162.389179,68.032479,2004-07-08,"ARCN FIA plot"
"316","04-H2",-160.429078,68.256842,2004-07-10,"ARCN FIA plot"
"317","04-H3",-161.06419,68.319024,2004-07-09,"ARCN FIA plot"
"318","04-L2",-160.786239,68.236655,2004-07-10,"ARCN FIA plot"
"319","04-S1",-162.100106,68.220495,2004-07-08,"ARCN FIA plot"
"320","04-S8",-161.832434,68.214821,2004-07-08,"ARCN FIA plot"
"321","04-W12",-162.621903,67.602414,2004-07-09,"ARCN FIA plot"
"322","04-W4",-160.570832,67.896017,2004-07-11,"ARCN FIA plot"
"323","Q1-L2",-161.452804,68.471932,2004-06-29,"ARCN FIA plot"
"324","Q3-A5",-161.49325,68.463911,2004-06-28,"ARCN FIA plot"
"325","Q3-D2",-161.477717,68.472079,2004-06-25,"ARCN FIA plot"
"326","Q3-H3",-161.454688,68.459903,2004-06-27,"ARCN FIA plot"
"327","Q3-L2",-161.467154,68.472875,2004-06-28,"ARCN FIA plot"
"328","Q3-L5",-161.524671,68.488593,2004-06-29,"ARCN FIA plot"
"329","Q3-S4",-161.486519,68.480247,2004-06-26,"ARCN FIA plot"
"330","NE-2a",-156.176944,68.027878,2005-07-02,"ARCN FIA plot"
"331","NE-2b",-156.140755,68.013271,2005-07-02,"ARCN FIA plot"
"332","NE-2c",-156.561099,67.851664,2005-06-29,"ARCN FIA plot"
"333","NE-3a",-159.661671,68.378413,2005-07-13,"ARCN FIA plot"
"334","NE-3b",-156.507346,68.173628,2005-07-02,"ARCN FIA plot"
"335","NE-3c",-156.655576,68.023401,2005-06-30,"ARCN FIA plot"
"336","NE-4a",-159.074609,68.134666,2005-07-03,"ARCN FIA plot"
"337","NE-4b",-158.222753,68.230416,2005-07-10,"ARCN FIA plot"
"338","NE-4c",-158.77431,68.133686,2005-07-10,"ARCN FIA plot"
"339","NE-5a",-156.787241,68.052402,2005-07-02,"ARCN FIA plot"
"340","NE-5b",-159.607916,68.589659,2005-07-10,"ARCN FIA plot"
"341","NE-5c",-159.385573,68.272205,2005-07-13,"ARCN FIA plot"
"342","NE-6a",-158.039607,68.056673,2005-07-03,"ARCN FIA plot"
"343","NE-6b",-158.770263,68.082868,2005-07-12,"ARCN FIA plot"
"344","NE-6c",-157.26249,68.004718,2005-06-30,"ARCN FIA plot"
"345","NE-6d",-159.778884,68.173026,2005-07-03,"ARCN FIA plot"
"346","NE-7a",-158.314038,68.358081,2005-07-10,"ARCN FIA plot"
"347","NW-1a",-161.269617,68.32552,2005-06-26,"ARCN FIA plot"
"348","NW-1b",-161.655156,68.11126,2004-07-06,"ARCN FIA plot"
"349","NW-1c",-162.364817,67.934654,2005-07-07,"ARCN FIA plot"
"350","NW-1d",-162.442634,68.017789,2005-07-06,"ARCN FIA plot"
"351","NW-1e",-162.330259,68.046517,2005-07-06,"ARCN FIA plot"
"352","NW-2a",-161.265747,68.255903,2005-06-26,"ARCN FIA plot"
"353","NW-2b",-161.378025,68.036061,2005-07-08,"ARCN FIA plot"
"354","NW-3a",-160.582251,68.027768,2005-07-14,"ARCN FIA plot"
"355","NW-3b",-160.712022,68.050951,2005-07-14,"ARCN FIA plot"
"356","NW-3c",-160.752964,68.070046,2005-07-14,"ARCN FIA plot"
"357","NW-5a",-161.688939,68.429964,2005-06-26,"ARCN FIA plot"
"358","NW-6a",-162.035724,68.127488,2005-07-06,"ARCN FIA plot"
"359","NW-6b",-162.359227,67.989616,2005-07-07,"ARCN FIA plot"
"360","SE-2a",-159.719776,67.84926,2005-07-11,"ARCN FIA plot"
"361","SE-2b",-158.707039,67.672333,2005-07-01,"ARCN FIA plot"
"362","SE-2c",-159.286871,67.980424,2005-07-12,"ARCN FIA plot"
"363","SE-3a",-157.926969,67.577726,2005-07-01,"ARCN FIA plot"
"364","SE-3b",-159.691179,67.972171,2005-07-11,"ARCN FIA plot"
