"","plot","long","lat","samp_date","src_data"
"365","SE-3c",-159.924241,67.884374,2005-07-11,"ARCN FIA plot"
"366","SE-4a",-159.847947,68.017718,2005-07-13,"ARCN FIA plot"
"367","SE-4b",-157.50003,67.777938,2005-07-01,"ARCN FIA plot"
"368","SE-4c",-158.361586,67.824862,2005-07-01,"ARCN FIA plot"
"369","SE-5a",-159.200454,67.710935,2005-07-11,"ARCN FIA plot"
"370","SE-5b",-156.700753,67.757779,2005-06-29,"ARCN FIA plot"
"371","SE-5c",-157.123581,67.730483,2005-07-12,"ARCN FIA plot"
"372","SE-5d",-157.07136,67.764384,2005-07-12,"ARCN FIA plot"
"373","SE-6a",-157.712213,67.973666,2005-06-30,"ARCN FIA plot"
"374","SE-6b",-157.540238,67.942084,2005-06-30,"ARCN FIA plot"
"375","SE-6c",-157.688431,67.965155,2005-07-02,"ARCN FIA plot"
"376","SE-6d",-158.407673,67.786857,2005-07-01,"ARCN FIA plot"
"377","SE-7a",-159.265696,67.747096,2005-07-11,"ARCN FIA plot"
"378","SW-1a",-161.960319,67.890442,2005-07-07,"ARCN FIA plot"
"379","SW-1b",-162.267023,67.252663,2005-07-16,"ARCN FIA plot"
"380","SW-1c",-162.412753,67.24417,2005-07-16,"ARCN FIA plot"
"381","SW-1d",-161.904015,67.890981,2005-07-07,"ARCN FIA plot"
"382","SW-2a",-162.07375,67.050102,2005-07-08,"ARCN FIA plot"
"383","SW-3a",-162.496555,67.427663,2005-07-05,"ARCN FIA plot"
"384","SW-4a",-160.999353,67.699882,2005-07-05,"ARCN FIA plot"
"385","SW-4b",-162.309779,67.530396,2005-07-05,"ARCN FIA plot"
"386","SW-5a",-161.576543,67.524816,2005-06-27,"ARCN FIA plot"
"387","SW-5b",-161.766339,67.724015,2005-06-27,"ARCN FIA plot"
"388","SW-5c",-161.430623,67.566217,2005-06-27,"ARCN FIA plot"
"389","SW-5d",-161.021276,67.784305,2005-06-28,"ARCN FIA plot"
"390","SW-6a",-161.80489,67.802695,2005-06-28,"ARCN FIA plot"
"391","SW-6b",-162.376155,67.672976,2005-07-03,"ARCN FIA plot"
"392","SW-6c",-160.808214,67.602121,2005-07-05,"ARCN FIA plot"
"393","SW-6d",-160.726142,67.743614,2005-07-05,"ARCN FIA plot"
"394","SW-6e",-162.607823,67.331553,2005-07-08,"ARCN FIA plot"
"395","SW-7a",-161.313769,67.775024,2005-06-28,"ARCN FIA plot"
"396","SV1",-161.430918,67.580193,2005-06-27,"ARCN FIA plot"
"397","SV2",-160.689347,68.319303,2005-06-26,"ARCN FIA plot"
"398","AW4",-158.391144,67.400301,2007-06-05,"ARCN FIA plot"
"399","CNF2",-158.600132,67.308419,2007-06-07,"ARCN FIA plot"
"400","CNF5",-158.363821,67.388576,2007-06-05,"ARCN FIA plot"
"401","CNFJ1",-158.838927,67.040289,2007-06-19,"ARCN FIA plot"
"402","CNFJ2",-158.868757,67.026526,2007-06-19,"ARCN FIA plot"
"403","DSC1",-159.961502,67.801317,2007-06-24,"ARCN FIA plot"
"404","DSC4",-159.932194,67.827621,2007-06-25,"ARCN FIA plot"
"405","Dune2",-158.841183,67.04401,2007-06-19,"ARCN FIA plot"
"406","Dunes1",-158.84237,67.04144,2007-06-19,"ARCN FIA plot"
"407","J1",-157.968908,67.479739,2007-06-06,"ARCN FIA plot"
"408","J2",-158.008397,67.471372,2007-06-06,"ARCN FIA plot"
"409","JAW1",-159.160676,67.396101,2007-07-01,"ARCN FIA plot"
"410","JDSA1",-160.104211,67.475828,2007-06-27,"ARCN FIA plot"
"411","JDSC1",-158.002907,67.523947,2007-06-30,"ARCN FIA plot"
"412","JDSC2",-160.201568,67.646437,2007-06-30,"ARCN FIA plot"
"413","JLBA",-158.281062,67.393256,2007-06-07,"ARCN FIA plot"
"414","JLBEA1",-159.943077,67.256597,2007-06-27,"ARCN FIA plot"
"415","JLichen1",-159.767377,67.500377,2007-06-30,"ARCN FIA plot"
"416","JLichen2",-159.186019,67.391304,2007-07-01,"ARCN FIA plot"
"417","JMixed1",-158.400241,67.309725,2007-07-02,"ARCN FIA plot"
"418","JTLC1",-158.092986,67.524916,2007-07-02,"ARCN FIA plot"
"419","LBEA1",-158.101744,67.439272,2007-06-06,"ARCN FIA plot"
"420","LBEA2",-159.847607,67.618445,2007-06-24,"ARCN FIA plot"
"421","ONF5",-159.051059,67.324052,2007-06-07,"ARCN FIA plot"
"422","RBW3",-158.525403,67.425181,2007-06-05,"ARCN FIA plot"
"423","SVA1",-159.409169,67.698979,2007-06-25,"ARCN FIA plot"
"424","SVA3",-157.933116,67.478465,2007-06-05,"ARCN FIA plot"
"425","SVA4",-158.151941,67.474329,2007-06-06,"ARCN FIA plot"
"426","SVC1",-159.596036,67.738154,2007-06-24,"ARCN FIA plot"
"427","SVC2",-159.513522,67.598304,2007-06-23,"ARCN FIA plot"
"428","SVC4",-160.147935,67.688599,2007-06-26,"ARCN FIA plot"
"429","TLA2",-159.48295,67.529929,2007-06-26,"ARCN FIA plot"
"430","TLA4",-160.138801,67.480555,2007-06-29,"ARCN FIA plot"
"431","TLC1",-159.438457,67.592334,2007-06-23,"ARCN FIA plot"
"432","TLC3",-160.143641,67.69449,2007-06-26,"ARCN FIA plot"
"433","TT2",-158.287009,67.392422,2007-06-05,"ARCN FIA plot"
"434","TT3",-159.192885,67.251279,2007-06-07,"ARCN FIA plot"
"435","TT4",-158.568617,67.295206,2007-06-05,"ARCN FIA plot"
