"","plot","long","lat","samp_date","src_data"
"338","NE-4c",-158.77431,68.133686,"7/10/05 0:00","ARCN FIA plot"
"339","NE-5a",-156.787241,68.052402,"7/2/05 0:00","ARCN FIA plot"
"340","NE-5b",-159.607916,68.589659,"7/10/05 0:00","ARCN FIA plot"
"341","NE-5c",-159.385573,68.272205,"7/13/05 0:00","ARCN FIA plot"
"342","NE-6a",-158.039607,68.056673,"7/3/05 0:00","ARCN FIA plot"
"343","NE-6b",-158.770263,68.082868,"7/12/05 0:00","ARCN FIA plot"
"344","NE-6c",-157.26249,68.004718,"6/30/05 0:00","ARCN FIA plot"
"345","NE-6d",-159.778884,68.173026,"7/3/05 0:00","ARCN FIA plot"
"346","NE-7a",-158.314038,68.358081,"7/10/05 0:00","ARCN FIA plot"
"347","NW-1a",-161.269617,68.32552,"6/26/05 0:00","ARCN FIA plot"
"348","NW-1b",-161.655156,68.11126,"7/6/04 0:00","ARCN FIA plot"
"349","NW-1c",-162.364817,67.934654,"7/7/05 0:00","ARCN FIA plot"
"350","NW-1d",-162.442634,68.017789,"7/6/05 0:00","ARCN FIA plot"
"351","NW-1e",-162.330259,68.046517,"7/6/05 0:00","ARCN FIA plot"
"352","NW-2a",-161.265747,68.255903,"6/26/05 0:00","ARCN FIA plot"
"353","NW-2b",-161.378025,68.036061,"7/8/05 0:00","ARCN FIA plot"
"354","NW-3a",-160.582251,68.027768,"7/14/05 0:00","ARCN FIA plot"
"355","NW-3b",-160.712022,68.050951,"7/14/05 0:00","ARCN FIA plot"
"356","NW-3c",-160.752964,68.070046,"7/14/05 0:00","ARCN FIA plot"
"357","NW-5a",-161.688939,68.429964,"6/26/05 0:00","ARCN FIA plot"
"358","NW-6a",-162.035724,68.127488,"7/6/05 0:00","ARCN FIA plot"
"359","NW-6b",-162.359227,67.989616,"7/7/05 0:00","ARCN FIA plot"
"360","SE-2a",-159.719776,67.84926,"7/11/05 0:00","ARCN FIA plot"
"361","SE-2b",-158.707039,67.672333,"7/1/05 0:00","ARCN FIA plot"
"362","SE-2c",-159.286871,67.980424,"7/12/05 0:00","ARCN FIA plot"
"363","SE-3a",-157.926969,67.577726,"7/1/05 0:00","ARCN FIA plot"
"364","SE-3b",-159.691179,67.972171,"7/11/05 0:00","ARCN FIA plot"
"365","SE-3c",-159.924241,67.884374,"7/11/05 0:00","ARCN FIA plot"
"366","SE-4a",-159.847947,68.017718,"7/13/05 0:00","ARCN FIA plot"
"367","SE-4b",-157.50003,67.777938,"7/1/05 0:00","ARCN FIA plot"
"368","SE-4c",-158.361586,67.824862,"7/1/05 0:00","ARCN FIA plot"
"369","SE-5a",-159.200454,67.710935,"7/11/05 0:00","ARCN FIA plot"
"370","SE-5b",-156.700753,67.757779,"6/29/05 0:00","ARCN FIA plot"
"371","SE-5c",-157.123581,67.730483,"7/12/05 0:00","ARCN FIA plot"
"372","SE-5d",-157.07136,67.764384,"7/12/05 0:00","ARCN FIA plot"
"373","SE-6a",-157.712213,67.973666,"6/30/05 0:00","ARCN FIA plot"
"374","SE-6b",-157.540238,67.942084,"6/30/05 0:00","ARCN FIA plot"
"375","SE-6c",-157.688431,67.965155,"7/2/05 0:00","ARCN FIA plot"
"376","SE-6d",-158.407673,67.786857,"7/1/05 0:00","ARCN FIA plot"
"377","SE-7a",-159.265696,67.747096,"7/11/05 0:00","ARCN FIA plot"
"378","SW-1a",-161.960319,67.890442,"7/7/05 0:00","ARCN FIA plot"
"379","SW-1b",-162.267023,67.252663,"7/16/05 0:00","ARCN FIA plot"
"380","SW-1c",-162.412753,67.24417,"7/16/05 0:00","ARCN FIA plot"
"381","SW-1d",-161.904015,67.890981,"7/7/05 0:00","ARCN FIA plot"
"382","SW-2a",-162.07375,67.050102,"7/8/05 0:00","ARCN FIA plot"
"383","SW-3a",-162.496555,67.427663,"7/5/05 0:00","ARCN FIA plot"
"384","SW-4a",-160.999353,67.699882,"7/5/05 0:00","ARCN FIA plot"
"385","SW-4b",-162.309779,67.530396,"7/5/05 0:00","ARCN FIA plot"
"386","SW-5a",-161.576543,67.524816,"6/27/05 0:00","ARCN FIA plot"
"387","SW-5b",-161.766339,67.724015,"6/27/05 0:00","ARCN FIA plot"
"388","SW-5c",-161.430623,67.566217,"6/27/05 0:00","ARCN FIA plot"
"389","SW-5d",-161.021276,67.784305,"6/28/05 0:00","ARCN FIA plot"
"390","SW-6a",-161.80489,67.802695,"6/28/05 0:00","ARCN FIA plot"
"391","SW-6b",-162.376155,67.672976,"7/3/05 0:00","ARCN FIA plot"
"392","SW-6c",-160.808214,67.602121,"7/5/05 0:00","ARCN FIA plot"
"393","SW-6d",-160.726142,67.743614,"7/5/05 0:00","ARCN FIA plot"
"394","SW-6e",-162.607823,67.331553,"7/8/05 0:00","ARCN FIA plot"
"395","SW-7a",-161.313769,67.775024,"6/28/05 0:00","ARCN FIA plot"
"396","SV1",-161.430918,67.580193,"6/27/05 0:00","ARCN FIA plot"
"397","SV2",-160.689347,68.319303,"6/26/05 0:00","ARCN FIA plot"
"398","AW4",-158.391144,67.400301,"6/5/07 0:00","ARCN FIA plot"
"399","CNF2",-158.600132,67.308419,"6/7/07 0:00","ARCN FIA plot"
"400","CNF5",-158.363821,67.388576,"6/5/07 0:00","ARCN FIA plot"
"401","CNFJ1",-158.838927,67.040289,"6/19/07 0:00","ARCN FIA plot"
"402","CNFJ2",-158.868757,67.026526,"6/19/07 0:00","ARCN FIA plot"
"403","DSC1",-159.961502,67.801317,"6/24/07 0:00","ARCN FIA plot"
"404","DSC4",-159.932194,67.827621,"6/25/07 0:00","ARCN FIA plot"
"405","Dune2",-158.841183,67.04401,"6/19/07 0:00","ARCN FIA plot"
"406","Dunes1",-158.84237,67.04144,"6/19/07 0:00","ARCN FIA plot"
"407","J1",-157.968908,67.479739,"6/6/07 0:00","ARCN FIA plot"
"408","J2",-158.008397,67.471372,"6/6/07 0:00","ARCN FIA plot"
"409","JAW1",-159.160676,67.396101,"7/1/07 0:00","ARCN FIA plot"
"410","JDSA1",-160.104211,67.475828,"6/27/07 0:00","ARCN FIA plot"
"411","JDSC1",-158.002907,67.523947,"6/30/07 0:00","ARCN FIA plot"
"412","JDSC2",-160.201568,67.646437,"6/30/07 0:00","ARCN FIA plot"
"413","JLBA",-158.281062,67.393256,"6/7/07 0:00","ARCN FIA plot"
"414","JLBEA1",-159.943077,67.256597,"6/27/07 0:00","ARCN FIA plot"
"415","JLichen1",-159.767377,67.500377,"6/30/07 0:00","ARCN FIA plot"
"416","JLichen2",-159.186019,67.391304,"7/1/07 0:00","ARCN FIA plot"
"417","JMixed1",-158.400241,67.309725,"7/2/07 0:00","ARCN FIA plot"
"418","JTLC1",-158.092986,67.524916,"7/2/07 0:00","ARCN FIA plot"
"419","LBEA1",-158.101744,67.439272,"6/6/07 0:00","ARCN FIA plot"
"420","LBEA2",-159.847607,67.618445,"6/24/07 0:00","ARCN FIA plot"
"421","ONF5",-159.051059,67.324052,"6/7/07 0:00","ARCN FIA plot"
"422","RBW3",-158.525403,67.425181,"6/5/07 0:00","ARCN FIA plot"
"423","SVA1",-159.409169,67.698979,"6/25/07 0:00","ARCN FIA plot"
"424","SVA3",-157.933116,67.478465,"6/5/07 0:00","ARCN FIA plot"
"425","SVA4",-158.151941,67.474329,"6/6/07 0:00","ARCN FIA plot"
"426","SVC1",-159.596036,67.738154,"6/24/07 0:00","ARCN FIA plot"
"427","SVC2",-159.513522,67.598304,"6/23/07 0:00","ARCN FIA plot"
"428","SVC4",-160.147935,67.688599,"6/26/07 0:00","ARCN FIA plot"
"429","TLA2",-159.48295,67.529929,"6/26/07 0:00","ARCN FIA plot"
"430","TLA4",-160.138801,67.480555,"6/29/07 0:00","ARCN FIA plot"
"431","TLC1",-159.438457,67.592334,"6/23/07 0:00","ARCN FIA plot"
"432","TLC3",-160.143641,67.69449,"6/26/07 0:00","ARCN FIA plot"
"433","TT2",-158.287009,67.392422,"6/5/07 0:00","ARCN FIA plot"
"434","TT3",-159.192885,67.251279,"6/7/07 0:00","ARCN FIA plot"
"435","TT4",-158.568617,67.295206,"6/5/07 0:00","ARCN FIA plot"
