system:index,blue_p010,blue_p025,blue_p050,blue_p075,blue_p090,evi_p010,evi_p025,evi_p050,evi_p075,evi_p090,green_p010,green_p025,green_p050,green_p075,green_p090,latitude_209564535,lich_vol,longitude_209564535,nbr_p010,nbr_p025,nbr_p050,nbr_p075,nbr_p090,ndmi_p010,ndmi_p025,ndmi_p050,ndmi_p075,ndmi_p090,ndsi_p010,ndsi_p025,ndsi_p050,ndsi_p075,ndsi_p090,ndvi_p010,ndvi_p025,ndvi_p050,ndvi_p075,ndvi_p090,ndwi_p010,ndwi_p025,ndwi_p050,ndwi_p075,ndwi_p090,nir_p010,nir_p025,nir_p050,nir_p075,nir_p090,randSel,red_p010,red_p025,red_p050,red_p075,red_p090,swir1_p010,swir1_p025,swir1_p050,swir1_p075,swir1_p090,swir2_p010,swir2_p025,swir2_p050,swir2_p075,swir2_p090,topo_elev_m_30m,topo_slope_deg_30m,.geo
00000000000000000084_0,449.69444444444446,449.69444444444446,571.3809523809524,691.4444444444445,834.25,2482.041587901701,3031.434551646831,4046.9407862610183,4441.562317897309,4846.517119244392,627.875,701.6388888888889,701.6388888888889,818.695652173913,1091.25,,136.45625,,2313.5464,2994.186,3792.1204,4174.8135,4486.2046,-564.5293,-70.19186,435.727,845.94836,1171.9805,-6159.8037,-6112.028,-5738.942,-5021.5684,-4513.059,3614.589,4899.7134,5838.2383,6416.499,6598.707,-6450.6255,-6278.9717,-5969.5776,-5325.0547,-4484.864,2500.6666666666665,2749.5,3010.375,3140.1111111111113,3364.5,0.19229303589708235,600.5,698.1515151515151,698.1515151515151,942.9230769230769,1187.0,2488.0,2640.0,2767.75,2856.3333333333335,3113.6666666666665,1227.0,1264.5,1387.0,1523.2857142857142,1621.0,548.8852,13.306408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.66193227569056,68.37845687001601]}"
0000000000000000008c_0,338.5,395.0,467.6666666666667,625.5,835.0,1381.9481817482892,1810.374840431705,2330.9663476381597,2808.813857011311,3048.171481253841,490.5,556.3333333333334,627.6,821.0,996.0,,8.34,,81.08859,1006.4096,1835.944,2649.5728,3251.0554,-2065.7163,-1510.202,-795.5315,-334.3675,237.05005,-6163.271,-5984.714,-5646.585,-5126.856,-4486.7886,2962.1772,3466.1372,4262.8267,5145.685,5621.3237,-5881.5854,-5535.929,-4751.0947,-4241.3086,-3674.7458,1624.5,1749.0,1969.0,2165.5,2428.0,0.18163957497873173,556.0,639.0,803.5,917.0,1081.0,1906.0,2086.5,2376.0,2644.0,2856.5,1019.0,1144.6666666666667,1352.0,1647.0,1780.0,546.8051,1.1380086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.03564058244797,68.12755741116143]}"
0000000000000000009b_0,279.5,324.4,440.5,602.0,803.0,2222.690201784279,2870.376868552179,3866.272309681671,4313.762866946245,4829.4223554887385,489.5,517.1428571428571,602.0,776.0,929.0,,32.275,,2640.6157,4156.3555,4911.8916,5361.774,5715.029,-147.29951,798.9579,1455.0018,1848.7266,2150.901,-5910.1025,-5622.6763,-5247.464,-4659.474,-3153.005,4015.34,5332.0186,6156.1084,6801.0674,7318.0645,-6757.9478,-6551.4966,-6097.0874,-5199.6978,-4494.103,1968.0,2291.0,2573.6666666666665,2832.2,3093.0,0.47494350440948985,424.3333333333333,470.1666666666667,598.5,743.0,937.0,1717.0,1801.8,1999.6666666666667,2168.0,2480.0,691.0,789.6666666666666,905.6,1055.0,1280.0,362.58624,8.279009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-160.71188317976944,68.05102094895445]}"
00000000000000000095_0,330.9166666666667,440.7352941176471,440.7352941176471,568.6428571428571,821.25,2285.460376337854,3177.8620060363583,3943.7806491067195,4359.9638562863765,4722.187954227127,603.9565217391304,603.9565217391304,694.08,812.7058823529412,934.0,,4.02,,2807.286,3942.122,4497.3823,4881.3003,5128.771,-106.38298,746.3582,1172.7922,1492.2167,1714.6432,-5790.4595,-5600.5576,-5206.3105,-4788.6,-3819.6877,4300.974,5166.3403,5974.722,6385.4185,6661.487,-6512.287,-6293.542,-5913.548,-5433.389,-4701.1235,2142.5,2498.714285714286,2861.5833333333335,3017.25,3261.8571428571427,0.3646231395992895,596.695652173913,596.695652173913,715.68,817.5384615384615,922.2,1839.0,2162.8888888888887,2285.8333333333335,2414.2,2530.0,945.5,1006.8888888888889,1069.125,1198.6666666666667,1346.0,390.06152,4.6482267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.07416458529116,68.13456427037755]}"
0000000000000000012f_0,337.5,369.0,444.5,526.0,752.5,3792.716337550089,4492.478403336313,5194.566143582213,5550.454448277462,6082.18332525021,553.0,612.6666666666666,681.8,770.0,922.0,,62.75,,4174.2573,4600.2695,5134.388,5456.093,5744.0933,758.1106,1134.9984,1536.9838,1894.5065,2286.2285,-6242.8687,-6085.9126,-5789.8125,-5394.5664,-4726.6514,5508.366,6390.1187,6906.8745,7246.4453,7531.36,-7166.7114,-6949.788,-6718.6616,-6426.189,-5850.585,2727.0,3205.75,3560.083333333333,3763.0,4058.5,0.4668725456555374,485.0,575.0,643.75,816.5,944.0,2095.0,2533.6666666666665,2649.3333333333335,2802.0,2870.2,989.0,1071.0,1190.5,1270.5,1369.0,512.27997,12.308459,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-160.99916440763087,67.69986950439213]}"
00000000000000000124_0,483.5,532.3333333333334,605.0,693.6666666666667,819.0,1655.6689055770698,1992.7005868627782,2501.2710550442457,2856.458759078029,3126.3000249604793,669.0,732.8333333333334,795.0,875.5,1060.0,,0.295,,795.30664,1387.2562,2136.6316,2522.844,2958.2773,-1496.8741,-1032.4052,-544.59296,-143.2252,317.33118,-5394.9375,-5224.815,-4997.9814,-4629.349,-4069.2642,3066.866,3586.2173,4194.679,4687.1436,4936.3716,-5044.176,-4853.113,-4396.27,-4057.8872,-3536.1624,1752.75,1901.4666666666667,2128.0,2285.75,2532.0,0.35286690077759086,715.8,768.625,858.4,965.0,1069.5,2007.5,2234.666666666667,2405.8333333333335,2577.5,2708.6666666666665,1116.0,1296.6666666666665,1432.2,1545.0,1688.0,328.68713,7.555821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-160.7264358873722,67.74352762720034]}"
00000000000000000145_0,334.22222222222223,452.2432432432432,452.2432432432432,562.5714285714286,1048.0,862.6155861234033,1179.2608007867877,1752.9228948885373,2208.8858621701343,2466.6966103277355,311.75,453.8095238095238,563.05,563.05,1048.0,,85.5,,2319.3174,2618.8418,3023.6543,3475.5393,3931.545,-214.49997,111.041664,518.26086,921.2195,1521.2626,-4632.215,-3800.8452,-3539.85,-2459.2395,-1085.9729,2292.617,3399.2095,3876.4233,4636.8716,5026.761,-4825.8228,-4453.9155,-3683.0103,-3168.0417,-2220.417,700.0,889.3333333333334,1321.5,1580.6666666666667,2060.0,0.6603984914160043,328.6666666666667,450.10714285714283,450.10714285714283,578.5333333333333,1124.0,670.0,807.3333333333334,1200.0,1461.0,1682.0,364.0,468.5,672.5,851.6666666666666,978.0,767.0805,25.58789,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.70072577311896,67.75781084021783]}"
0000000000000000000c_0,217.5,265.5,348.5,477.0,783.0,2645.8877424326747,3522.6892163429347,4334.123534366587,4782.313527449698,5163.39869281046,343.0,389.0,484.0,612.0,838.0,,7.944072174,,4181.8184,5354.6514,5906.062,6316.8584,6694.7812,986.8008,2208.1655,2824.5742,3085.1978,3510.0193,-5634.772,-5413.6685,-4770.309,-3664.4094,-2773.5369,4976.0054,6404.4043,7151.257,7885.42,8046.5073,-7341.7017,-7115.3374,-6481.0996,-5774.0825,-4630.7446,1656.0,2123.0,2410.5,2751.0,2983.0,0.6904575342413737,244.75,279.0,366.5,480.0,643.5,1034.0,1290.0,1445.3333333333333,1566.0,1724.0,431.0,552.0,648.0,727.0,872.0,635.2892,27.302528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-152.94424074951635,67.38590831259235]}"
000000000000000000a2_0,932.0,1006.5,1068.5,1130.0,1439.0,356.68525123800964,437.42340773306864,525.6356008120786,683.9682919422061,1171.355887154953,1284.0,1342.0,1424.5,1544.5,1706.0,,0.3406666667,,-1715.0396,-1635.4987,-1457.5168,-1011.7068,-167.0061,-2347.7231,-2243.4114,-2117.2922,-1761.0599,-1192.9952,-3804.5042,-3677.4534,-3586.9968,-3375.357,-2189.5862,531.8352,698.0696,780.5047,967.79913,1346.2604,-1876.1904,-1735.7031,-1538.918,-1400.6426,-1148.1056,1804.0,1862.0,1941.5,2049.0,2519.0,0.2848333600579058,1503.0,1574.5,1652.5,1744.5,1902.0,2719.0,2853.0,3001.5,3127.0,3431.0,2240.0,2478.0,2600.5,2740.5,2902.0,942.19336,26.763641,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.78723353497966,68.05236842188063]}"
00000000000000000127_0,377.0,444.0,500.0,582.0,1468.0,2235.530427019789,2928.816466552316,3656.0065761146125,4849.479613533779,5516.020662500451,653.0,674.0,757.0,859.0,1489.0,,1.303897849462366,,1979.0426,2759.3408,4171.767,5151.3813,5697.849,-488.5344,52.005943,940.7906,1828.6406,2325.1482,-5892.7075,-5709.7793,-5257.001,-4776.6934,-2705.8823,3442.1536,4690.2656,5664.5815,6464.9375,7072.9053,-6638.426,-6321.0703,-5791.133,-5275.8833,-3444.0645,2207.0,2547.0,3044.0,3582.0,4007.0,0.22941475617106233,539.0,679.0,830.0,983.0,1401.0,2121.0,2364.0,2583.0,2762.0,3216.0,948.0,1163.0,1297.0,1514.0,1726.0,1196.2997,14.933405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.21104038889985,67.88716824113104]}"
0000000000000000012c_0,356.5,378.0,462.5,570.0,926.5,2175.4172444740616,2789.8591130441246,3598.650302013699,4267.382870784841,4617.593822855759,524.0,559.0,631.5,729.0,1041.0,,2.157848539131068,,2790.0232,3610.8542,4439.542,4852.1543,5119.074,-37.143536,604.1131,1151.9354,1580.938,1867.2085,-5830.479,-5650.1855,-5403.979,-4772.344,-3096.0063,3861.1445,4632.9966,5576.6553,6537.9424,6799.5264,-6590.9805,-6371.835,-5962.6255,-5284.8574,-4404.0845,2086.5,2224.0,2546.0,2879.0,3169.5,0.5795315256238848,505.5,557.0,683.0,851.0,1091.0,1848.5,1918.0,2120.5,2262.0,2428.5,831.0,914.0,1008.5,1150.0,1412.5,948.2066,5.3421803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.21831674270123,67.9079193241942]}"
0000000000000000012d_0,346.0,396.0,483.0,576.0,1485.0,1857.6420820305318,2457.007090058832,3353.7932727719135,4031.292254201275,5213.588967373024,567.0,617.0,679.0,780.0,1456.0,,1.971254072666665,,1731.6868,2909.3123,3977.958,4849.716,5442.0854,-991.8563,-14.124293,701.53064,1570.9729,2288.2805,-5842.027,-5640.449,-5363.4326,-4792.2437,-2834.6458,3244.6555,4027.2905,5266.075,6338.5825,6861.925,-6497.433,-6196.1016,-5661.3755,-4789.5503,-3850.5598,2028.0,2156.0,2687.0,2902.0,3627.0,0.36104353621449115,536.0,652.0,764.0,966.0,1246.0,1916.0,2084.0,2271.0,2608.0,2772.0,883.0,1039.0,1160.0,1387.0,1625.0,1049.6453,8.105879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.2325999557187,67.88123936025585]}"
0000000000000000015c_0,1031.0,1079.6666666666667,1126.4,1280.0,2765.0,711.9788608338228,1043.5436310348587,1286.176961260361,1480.6818985115824,1581.5644325589171,1224.8,1272.4285714285713,1342.0,1513.5,2754.0,,0.285219298276317,,-335.86478,-183.9396,47.27046,281.79187,1360.5781,-1363.131,-1135.8241,-919.56464,-751.4109,324.1895,-3426.6052,-3238.5952,-3061.2961,-2653.0186,-563.9829,773.7562,1365.6115,1765.5624,2042.139,2191.8179,-2425.114,-2345.9583,-2015.8585,-1761.2715,-886.55145,1878.0,1973.5,2036.5,2169.5,2823.0,0.9632503670047222,1302.8,1369.5,1411.25,1542.0,2643.0,1931.0,2407.0,2485.8333333333335,2595.1666666666665,2778.5,1590.5,1978.0,2070.8,2155.0,2237.0,641.5119,19.463535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.09266530586217,67.52496751857404]}"
0000000000000000007d_0,463.06666666666666,463.06666666666666,570.8214285714286,837.4,1186.6666666666667,2171.6587564312213,2744.407716721289,3231.727931161486,3622.153586657803,3952.336214442893,699.0714285714286,699.0714285714286,699.0714285714286,1026.0555555555554,1344.0,,101.49999999999999,,1368.656,2067.3567,2644.9321,2951.1052,3384.4204,-1152.7722,-780.6406,-303.32352,118.00826,477.55322,-6113.5054,-5957.4326,-5643.886,-4835.917,-3392.4485,2733.7915,4329.344,4951.936,5533.542,5862.9043,-5912.8726,-5668.706,-5285.544,-4605.0684,-3121.9211,2213.5,2345.6,2527.25,2766.0,3085.5,0.6715780985337643,713.1724137931035,713.1724137931035,826.1851851851852,1005.55,1446.5,2552.3333333333335,2621.55,2723.3333333333335,2861.333333333333,3210.0,1364.5,1414.0,1494.0,1651.0,1762.0,407.8833,2.2680972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.45245429999758,68.47197149109284]}"
00000000000000000081_0,474.54545454545456,569.6071428571429,699.5238095238095,953.0,1382.3333333333333,1701.8014564967427,2284.9617759713824,2594.1540774633654,2916.26619548775,3310.9895855363657,730.5,836.71875,836.71875,1106.7272727272727,1721.5,,39.9375,,1033.4214,1336.477,1692.6068,2042.5369,2453.2817,-1267.3014,-948.9427,-617.7773,-345.7134,266.6454,-5618.1367,-5405.069,-5074.195,-4187.947,-1979.3379,2042.2123,3475.2183,4075.5437,4587.558,4838.9453,-5079.41,-4836.4355,-4437.5884,-3749.28,-2330.8953,2082.0,2273.277777777778,2340.1428571428573,2602.4,2908.0,0.8464334149044234,835.125,835.125,952.3461538461538,1225.5555555555557,1602.0,2504.3333333333335,2612.8,2741.5,2894.6,3106.5,1521.2,1582.2222222222222,1683.8181818181818,1809.2222222222222,1961.0,730.6255,29.16843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.45461025667947,68.45984423475724]}"
00000000000000000086_0,490.0,536.0,627.0,1118.0,3587.0,-58.26433609322335,313.0310347911635,339.95710778933443,408.9408178816359,436.45171610072686,585.0,625.0,765.0,1226.0,3548.0,,22.200000000000003,,-1459.5153,-1303.9647,-862.71454,1176.4706,2458.042,-2649.8003,-2619.8347,-2171.454,-169.99261,1361.6072,-3717.677,-3462.4468,-3179.4746,-576.4796,1340.8982,-685.567,282.18015,881.364,1124.1066,1209.1255,-1534.0087,-1024.6914,-877.3439,-406.88577,1038.9288,737.0,828.0,928.0,1330.0,3563.0,0.2323686066781372,578.0,681.0,774.5,1257.0,3582.0,1137.0,1265.0,1464.5,1661.0,2709.0,859.0,894.0,1137.5,1205.0,2157.0,1035.1227,5.071377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-160.68924563460962,68.31943755584936]}"
000000000000000000ca_0,442.35483870967744,442.35483870967744,565.5238095238095,695.3571428571429,1094.0,1553.1132125676836,1885.505701389313,2458.423909244992,3009.109537674534,3303.5958578500376,611.0769230769231,698.6333333333333,698.6333333333333,807.15,1245.5,,3.386666667,,743.54834,1392.4038,2304.95,2967.632,3336.9624,-1745.4207,-1296.944,-587.7685,21.592045,488.15167,-5773.2236,-5599.2886,-5350.405,-4751.8877,-3658.3298,2868.44,3404.9482,4130.2607,4880.9795,5462.418,-5476.2754,-5189.0166,-4715.359,-4007.177,-3553.8354,1772.142857142857,1911.2307692307693,2111.6363636363635,2370.7,2742.0,0.09654056074103445,704.9545454545455,704.9545454545455,829.4545454545455,953.8666666666667,1322.5,2123.0,2313.75,2500.6,2715.5,2824.2,1100.5,1230.0833333333335,1364.3333333333335,1600.5,1768.0,373.6304,0.996361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.68842342800838,67.96505217626421]}"
000000000000000000ef_0,452.3076923076923,574.3055555555555,574.3055555555555,703.6666666666666,1073.5,1526.8118543888768,1846.4525832211095,2564.303745912646,3019.9237195951023,3221.813761357294,600.0,703.84375,703.84375,934.2857142857143,1220.0,,93.25000000000001,,1149.1604,1881.2178,2771.4485,3258.2578,3458.0498,-1424.5079,-618.9821,-97.98645,245.22614,560.2457,-5343.0195,-5085.4824,-4829.104,-4433.606,-3601.6655,2439.3894,3383.3992,4287.0283,4930.2246,5234.999,-5315.441,-5023.14,-4617.9106,-3849.233,-3222.373,1716.3333333333333,1838.625,2103.3333333333335,2364.4444444444443,2751.0,0.8136868349187649,715.1818181818181,715.1818181818181,827.6153846153846,960.8181818181819,1342.0,1902.3333333333333,2096.0,2212.6,2407.0,2966.0,1038.0,1139.6666666666667,1207.8,1400.0,1678.0,391.11185,4.491997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.53993191154342,67.94214513651916]}"
0000000000000000001d_0,439.6666666666667,490.0,550.8571428571429,614.5,821.5,2092.1582350657864,2549.667601736925,3161.5666128230732,3581.32720937599,3955.7204037932092,624.75,690.5,748.5,843.0,1035.0,,206.95763486125023,,2250.072,2811.6877,3546.498,3977.9768,4424.912,-150.56752,376.11124,879.23956,1131.4286,1510.4364,-5104.1665,-4843.125,-4525.8975,-4143.5034,-3566.7803,3555.3313,4632.6255,5114.768,5678.5854,6010.1836,-5902.256,-5424.5103,-5075.013,-4615.101,-3933.8494,2015.0,2157.3333333333335,2356.0,2534.0,2658.0,0.8052933851770441,630.0,678.0,763.3333333333334,851.5,948.5,1915.0,1963.5,2021.3333333333333,2075.0,2164.0,974.0,1075.0,1143.0,1221.5,1333.0,29.480392,0.8212642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.5371700055719,66.87845000859323]}"
0000000000000000001e_0,364.3333333333333,399.05555555555554,440.6,510.76666666666665,734.0,2788.8848499535525,3156.411016442976,3673.88335619056,4114.305447473442,4342.964193645226,531.5,565.0,603.5,690.5,795.0,,31.597491671149452,,3143.1155,3722.4363,4372.9727,4685.7285,4995.7676,155.95892,462.9538,1098.6249,1359.7166,1703.561,-5873.393,-5653.108,-5390.8677,-4941.0615,-4222.361,4753.643,5426.8916,6208.9995,6480.4316,6737.181,-6523.7427,-6355.4126,-6083.9995,-5633.964,-4938.859,2186.0,2346.0,2519.5,2661.5,2894.0,0.39241230856845677,504.0,549.0,599.6666666666667,702.5,774.0,1938.5,1999.5,2096.142857142857,2153.5,2204.0,915.5,962.25,1023.0,1088.0,1175.0,29.77136,1.2376978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.5363615218162,66.87845000859323]}"
0000000000000000001f_0,351.0,397.0,436.0,520.0,662.0,2843.6018957345977,3441.437234782421,3914.7447232777754,4403.408698964959,4886.096166778749,541.3333333333334,583.0,633.5,696.5,831.0,,254.38120256600016,,3060.6567,3720.4182,4393.732,4944.2637,5199.402,42.175133,484.07117,993.007,1408.5839,1751.7909,-5985.8154,-5788.667,-5495.0166,-5208.881,-4680.4,5016.077,5556.5522,6298.4253,6681.1025,6932.907,-6659.7324,-6443.499,-6188.0503,-5770.5137,-5085.752,2287.0,2464.0,2675.0,2877.0,3084.0,0.18986254862491492,517.6666666666666,561.0,623.0,706.5,793.0,2058.0,2138.5,2210.0,2289.6666666666665,2370.3333333333335,921.0,1004.0,1059.6666666666667,1139.75,1252.0,29.760187,1.1050191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.53528354347526,66.8789889977637]}"
00000000000000000154_0,358.3333333333333,390.2,422.6,584.0,760.0,2759.7897948804884,3388.3747020053283,4020.4010171442605,4718.61730865692,4909.565612229455,536.6,583.2857142857143,631.9,727.1428571428571,932.0,,5.54,,3103.627,3926.6865,4367.347,4737.6274,4901.5464,38.83957,508.81015,968.85815,1259.2367,1384.1453,-6286.897,-6106.7163,-5867.086,-5313.0464,-4931.6772,4595.0254,5314.1514,6086.569,6702.923,6854.953,-6862.4795,-6709.3125,-6347.291,-5932.5215,-5302.9316,2547.6666666666665,2671.0,2926.3333333333335,3253.0,3510.0,0.10154345386550068,549.6666666666666,618.0,698.2,822.8,1012.0,2265.6666666666665,2361.5,2474.3333333333335,2565.25,2784.0,1045.0,1111.7777777777778,1161.3333333333333,1276.0,1367.5,479.06705,11.244445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.92719563052734,67.57778845728028]}"
00000000000000000164_0,1105.1666666666667,1216.128205128205,1216.128205128205,1342.2857142857142,1689.5,1288.8250923861588,1623.277510636126,1822.4763081719448,2018.868566760585,2357.655540892851,1613.6521739130435,1613.6521739130435,1725.76,1841.1,2150.0,,62.925,,-908.0358,-693.302,-498.81042,-261.6778,205.46495,-2419.2979,-2292.1094,-2074.005,-1842.7494,-1459.2715,-5102.6255,-5023.99,-4887.848,-4498.8667,-3624.9172,1291.3297,2007.5006,2178.8142,2384.4248,2584.2698,-3408.9424,-3242.1094,-3050.0513,-2689.5002,-1913.4869,3028.25,3082.6666666666665,3218.8,3341.3333333333335,3474.0,0.42346978932602897,1884.6,1988.448275862069,1988.448275862069,2114.3333333333335,2462.3333333333335,4551.0,4745.333333333333,4915.285714285715,5106.0,5307.0,3192.5,3451.0,3591.25,3703.5,3917.0,715.62225,36.81719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.15168462002882,67.47430253654971]}"
00000000000000000016_0,206.0,248.0,307.0,440.0,726.0,2578.1112866420926,2749.5597995394824,3362.947009467403,3775.8058674393337,4148.969463942415,277.0,311.0,378.0,501.0,661.0,,2.656635949,,4270.323,5259.7725,6203.3066,6446.44,6771.5737,1416.0701,2456.1404,2954.4653,3427.5989,3691.8303,-5430.017,-4913.715,-4221.062,-3131.5354,-2004.5753,4716.234,6374.338,7152.5425,7595.3564,8243.902,-7395.3486,-6981.6514,-6152.0737,-5664.957,-4104.997,1369.0,1542.0,1771.0,1986.0,2301.0,0.8216929643094583,172.0,216.0,282.0,377.0,622.0,745.0,843.0,998.0,1103.0,1277.0,311.0,369.0,448.0,530.0,648.0,328.73462,23.647083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-154.5523149396187,67.24065073115023]}"
00000000000000000129_0,360.0,411.0,467.0,659.0,897.0,1889.9191161964884,2272.4589776885846,3158.711834719955,3681.0156568086772,4012.26339642762,522.0,577.0,658.0,796.0,1020.0,,12.252908435516126,,2127.8657,2867.3323,3588.686,4240.069,4585.7715,-471.8417,-270.56277,441.951,1048.4009,1299.2638,-5818.442,-5619.9023,-5226.696,-4625.446,-3413.634,3151.4258,4304.245,4991.459,5945.04,6205.3853,-6204.691,-6025.559,-5419.393,-4808.8003,-3808.7305,1757.0,2035.0,2325.0,2588.0,2827.0,0.3094525575672282,511.0,606.0,712.0,877.0,1081.0,1648.0,2022.0,2168.0,2337.0,2463.0,802.0,995.0,1129.0,1247.0,1377.0,985.5172,8.045396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.30724995582906,67.87315452269878]}"
0000000000000000008b_0,672.0,726.0,835.0,1034.0,1149.0,1692.7231922096696,1864.6380286930994,2214.6058528868966,2645.6289608472953,2809.874985211184,855.0,920.0,1010.0,1114.0,1340.0,,6.033599663829788,,-168.5805,345.45456,751.333,1183.7863,1750.991,-2251.2888,-1918.1841,-1471.4714,-1177.31,-359.88403,-5527.015,-5419.774,-5196.5894,-4696.329,-3968.893,2513.7722,2798.5076,3415.7449,3805.3596,4023.6687,-4435.4053,-4164.2324,-3855.8389,-3335.5242,-2852.0427,2009.0,2130.0,2277.0,2473.0,2826.0,0.8002667067487987,989.0,1023.0,1116.0,1236.0,1506.0,2806.0,3004.0,3140.0,3358.0,3506.0,1724.0,1908.0,2046.0,2162.0,2362.0,1317.0095,12.262254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-154.50838732222527,68.34638701437294]}"
00000000000000000008_0,961.0,1051.0,1168.0,1269.0,1531.0,990.7799836419068,1144.8607182983997,1318.7786858777113,1496.0877599968542,2118.6273348339455,1177.0,1286.0,1378.5,1591.0,1696.0,,0.927780289285713,,-876.14496,-609.36005,-340.074,-45.11895,285.4908,-1639.6846,-1467.1968,-1185.7327,-982.2572,-499.50708,-3867.4297,-3680.3296,-3372.2346,-3048.2976,-2445.7954,1422.9801,1631.7767,1859.3256,2054.8713,2278.6155,-2794.5713,-2454.4666,-2278.9946,-1931.7258,-1684.4017,2014.0,2114.0,2197.0,2458.0,2661.0,0.12552755787303116,1309.0,1419.0,1536.0,1663.0,1818.0,2505.0,2793.0,2906.5,3150.0,3240.0,2014.0,2312.0,2444.0,2715.0,2805.0,1174.5627,34.970863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.01996872796764,67.37000813206343]}"
000000000000000000aa_0,518.0,586.0,699.0,1053.0,2246.0,2197.7756286266927,2703.5068232307203,3196.1763895991503,3838.0124777183605,4148.083755385895,713.0,787.0,885.0,1192.0,2522.0,,19.25401621436709,,1398.5094,1684.3119,2474.2485,3210.0457,3484.5151,-1418.2693,-1062.8019,-305.89825,-3.407155,1156.5034,-6160.9033,-6060.075,-5754.9565,-4527.3887,-2353.2197,1994.1903,3754.664,4435.1963,5448.677,5614.8823,-6024.579,-5624.196,-5021.971,-4076.8813,-2211.237,2407.0,2600.0,2868.0,3011.0,3612.0,0.9141146731806028,741.0,852.0,1010.0,1310.0,2756.0,2609.0,2944.0,3084.0,3457.0,3742.0,1447.0,1569.0,1722.0,1949.0,2129.0,1129.8688,16.799992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.52552684702454,68.04940398144304]}"
000000000000000000f0_0,466.29411764705884,568.6666666666666,568.6666666666666,824.8571428571429,1480.3333333333333,1332.0399375384472,1492.6635836113128,1730.1070662398374,2200.274924717388,2654.3741451800825,590.8461538461538,590.8461538461538,696.2608695652174,948.8571428571429,1473.75,,20.091666665,,227.94847,489.98907,1012.6149,1644.3844,2232.6309,-1715.305,-1394.6604,-948.2266,-363.0788,367.9116,-5158.2773,-4950.6143,-4642.4995,-3834.9292,-1406.1083,2110.5918,2866.2754,3445.3604,3906.3174,4455.777,-4471.698,-4156.5034,-3603.3237,-3059.2776,-1780.2177,1164.8333333333333,1426.3333333333333,1559.5,1750.0,2279.0,0.23959261671852672,581.0,581.0,695.6666666666666,810.0,1630.0,1488.5,1690.9166666666665,1936.25,2057.3333333333335,2365.0,1006.0,1066.1818181818182,1340.6,1423.5,1615.0,432.53445,17.55151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.8049532174861,67.80281643595222]}"
0000000000000000000a_0,203.0,267.0,352.5,456.6666666666667,618.5,331.2464585788092,717.4153786893928,1205.1480285597343,1590.7540581773846,1750.0231350164186,204.0,280.6666666666667,403.5,508.0,684.0,,39.296181864489796,,1309.2206,1954.4896,2607.0764,3506.8896,5211.443,-690.5142,-279.72028,186.3354,1301.7155,2094.3953,-4775.063,-4389.404,-3614.8901,-1353.0327,761.24567,1925.1337,3051.088,3887.4785,4283.553,4717.6724,-4826.4277,-4235.514,-3585.7502,-2635.193,-1006.38544,313.0,581.0,931.0,1143.0,1354.0,0.06849998250052503,189.0,278.0,397.5,513.6666666666666,619.3333333333334,252.0,504.0,911.0,1179.3333333333333,1260.0,108.5,283.0,566.0,731.0,835.0,781.3912,33.85616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.7621568157072,67.38563881800711]}"
