system:index,blue_p010,blue_p025,blue_p050,blue_p075,blue_p090,evi_p010,evi_p025,evi_p050,evi_p075,evi_p090,green_p010,green_p025,green_p050,green_p075,green_p090,latitude_209564535,lich_vol,longitude_209564535,nbr_p010,nbr_p025,nbr_p050,nbr_p075,nbr_p090,ndmi_p010,ndmi_p025,ndmi_p050,ndmi_p075,ndmi_p090,ndsi_p010,ndsi_p025,ndsi_p050,ndsi_p075,ndsi_p090,ndvi_p010,ndvi_p025,ndvi_p050,ndvi_p075,ndvi_p090,ndwi_p010,ndwi_p025,ndwi_p050,ndwi_p075,ndwi_p090,nir_p010,nir_p025,nir_p050,nir_p075,nir_p090,randSel,red_p010,red_p025,red_p050,red_p075,red_p090,swir1_p010,swir1_p025,swir1_p050,swir1_p075,swir1_p090,swir2_p010,swir2_p025,swir2_p050,swir2_p075,swir2_p090,topo_elev_m_30m,topo_slope_deg_30m,.geo
0000000000000000014a_0,1154.0,1182.0,1215.0,1307.0,2156.0,572.3630417007361,677.1221146686524,804.7415441304273,982.7057870451903,1166.8844367015101,1499.0,1576.0,1623.0,1725.0,2230.0,,2.112941176470588,,-953.7693,-784.9261,-683.9862,-446.01413,1039.6808,-1596.7919,-1419.0933,-1295.7177,-1200.7953,449.01385,-3400.0408,-3207.076,-3037.3315,-2796.4004,-102.086105,390.65646,885.1843,1136.7051,1290.0892,1538.4615,-2039.697,-1919.1375,-1752.5773,-1516.9169,-550.8475,2211.0,2257.0,2341.0,2386.0,2744.0,0.9778412729735497,1712.0,1761.0,1842.0,1941.0,2359.0,2621.0,2931.0,3041.0,3144.0,3269.0,2277.0,2563.0,2638.0,2745.0,2889.0,598.273,16.294744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.43062523859348,67.56620019011514]}"
0000000000000000014c_0,652.8571428571429,715.1666666666666,813.4,1262.0,1480.0,1594.5987535585139,2105.664695784856,2748.550050033554,3188.751008490529,3644.176889292746,878.0,943.7333333333333,1047.75,1421.0,1681.3333333333333,,9.24,,640.25793,1063.8298,1753.9366,2140.7083,2773.7053,-1148.8512,-793.6304,-172.73697,210.2102,582.48047,-4968.6147,-4790.776,-4385.8877,-3330.3044,-2445.652,1682.8479,2843.6216,3704.397,4508.4194,4826.038,-5021.1924,-4562.9937,-3930.7783,-3158.5996,-2132.5793,2171.0,2312.0,2583.25,2697.8,3011.0,0.37846087981886833,883.5,976.8,1104.8,1327.75,1668.5,2411.0,2554.0,2713.1428571428573,2857.0,2947.3333333333335,1528.5,1694.0,1814.6666666666667,1942.3333333333333,2023.6666666666667,552.4888,11.756116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.43116422776396,67.5802139085474]}"
0000000000000000016e_0,211.0,244.33333333333334,295.55,356.5,549.0,2491.7724494593326,3457.2522696957963,3923.248183601365,4277.167621369749,4591.05734693035,364.25,379.0,428.375,468.0,649.0,,7.419993878,,3787.6946,5142.5625,5784.1953,5943.107,6098.0664,937.19806,1925.1135,2468.2822,2634.4802,2818.6533,-5743.1094,-5614.5327,-5314.021,-4783.194,-3915.276,5688.3364,6901.3906,7379.6875,7817.577,8075.004,-7275.6787,-7032.6846,-6619.603,-6193.253,-5548.561,1699.0,1952.0,2169.5,2330.0,2550.0,0.3256022349183111,235.0,274.8,314.5,389.0,505.0,1232.0,1291.0,1377.75,1481.5,1564.0,525.0,561.0,602.75,708.5,785.0,225.53088,11.324842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.3635073640242,67.3886032584447]}"
000000000000000000a8_0,804.0,825.0,901.0,1103.0,2366.0,278.8143054798539,480.52858143958474,570.3789636504252,760.6428659060241,1047.6463834672788,997.0,1030.0,1126.0,1258.0,2406.0,,1.040858333333333,,-1057.3092,-905.4054,-577.50757,-7.7021823,1559.7999,-1497.669,-1387.8383,-1155.8044,-832.8411,443.1972,-3194.6006,-2884.1953,-2613.2837,-2105.766,0.0,333.9669,827.93866,1015.02606,1334.1023,1611.2898,-1992.0582,-1725.0,-1536.5653,-1237.1888,-618.2122,1374.0,1451.0,1535.0,1796.0,2698.0,0.8449432270394381,1126.0,1151.0,1219.0,1415.0,2506.0,1769.0,1809.0,1973.0,2163.0,2469.0,1527.0,1637.0,1747.0,1939.0,2183.0,1336.8289,40.463528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.54816439218436,68.05048195978397]}"
000000000000000000a9_0,493.0,565.0,662.0,885.0,2411.0,141.47031562515244,208.0373452405116,354.16525902184446,439.16789241437283,553.0253741054003,554.0,619.0,744.0,1036.0,2674.0,,0.730350418170732,,-3073.5508,-2673.849,-2389.3481,-1898.7341,-37.296734,-3994.528,-3608.6755,-3349.8606,-2780.1592,-687.4913,-5037.4404,-4719.241,-4214.556,-3668.5715,-1779.8955,361.44577,491.3495,992.6565,1114.4131,1219.1582,-1499.6726,-1338.5182,-1112.226,-914.32684,-21.849964,711.0,773.0,930.0,1268.0,3339.0,0.6930449754309413,558.0,639.0,776.0,1130.0,2842.0,1297.0,1559.0,2023.0,2446.0,3832.0,988.0,1294.0,1649.0,2166.0,3364.0,1847.6206,24.103645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.5042367747909,68.08982816922841]}"
00000000000000000162_0,721.25,721.25,820.1785714285714,820.1785714285714,1055.5,1776.6442991023462,1940.8755184083864,2081.7953039863514,2323.3880514658604,2494.648443932159,866.5,942.6756756756756,942.6756756756756,1070.4761904761904,1199.0,,151.23956868,,-1024.5712,-747.59015,-560.07935,-253.19835,190.37433,-2758.0535,-2540.8684,-2420.3755,-2260.5015,-1821.0863,-5841.85,-5722.5234,-5534.694,-5345.917,-4499.6826,2595.966,3109.718,3312.2776,3492.9966,3629.133,-3991.9958,-3793.1743,-3558.2815,-3366.5989,-2911.6946,1873.3333333333333,2005.888888888889,2099.3,2189.3333333333335,2420.0,0.57012791684011,984.9032258064516,984.9032258064516,1087.392857142857,1087.392857142857,1182.857142857143,3242.0,3348.3333333333335,3439.6,3508.285714285714,3658.0,2167.3333333333335,2245.75,2313.2,2420.0,2570.0,700.93024,7.774405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.9689672912389,67.47969242825442]}"
00000000000000000013_0,164.0,215.0,294.0,386.0,625.0,385.6041131105399,665.4835847382432,1585.189862000541,2195.5701711964402,2520.947353126362,146.0,233.0,343.0,483.0,629.0,,10.257168903716419,,2375.6907,3150.8264,3971.1665,4613.0566,5634.2183,-324.44125,535.8013,1030.5343,1783.4154,2643.2532,-5189.0034,-4726.2773,-3550.6003,-2046.2046,-81.24797,3133.047,4189.6025,4845.481,5519.7134,6174.1265,-5674.5625,-5089.355,-4498.861,-3522.9758,-1883.4951,289.0,456.0,1066.0,1342.0,1588.0,0.49832159214962723,115.0,195.0,312.0,442.0,531.0,214.0,365.0,852.0,1194.0,1432.0,107.0,189.0,467.0,641.0,823.0,1006.43774,35.531914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.7451786568373,67.32823647135187]}"
000000000000000000a1_0,491.0,549.0,648.0,877.0,1864.0,2242.5053111967895,2610.0824646024585,3204.6797263681597,3675.0106367891076,4061.0013427968543,660.0,716.0,807.0,1038.0,2131.0,,1.742097560920733,,1762.9482,2356.812,2963.0547,3319.159,3633.9937,-1199.7019,-503.56693,-190.51042,175.50342,609.5718,-6037.7954,-5787.507,-5298.996,-4833.4565,-2190.986,2813.7256,4061.7434,4668.444,5238.9995,5752.9194,-5951.371,-5530.9326,-5046.729,-4488.9834,-2625.3687,2136.0,2362.0,2587.0,2821.0,4075.0,0.5338339250123484,706.0,812.0,897.0,1080.0,2287.0,2411.0,2562.0,2744.0,2957.0,3834.0,1268.0,1329.0,1419.0,1568.0,2485.0,1039.2902,4.249204,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.35709273125212,68.09791300678548]}"
00000000000000000170_0,341.0,375.42857142857144,420.75,487.0,580.5,2408.9257036598765,2655.4025051703284,3243.82399401733,3794.463839039669,4182.650085683359,468.5,519.5,584.2,635.25,710.6666666666666,,146.48979913867132,,2756.933,3468.3357,3855.0432,4227.9165,4550.5845,51.457977,334.76678,848.2539,1157.0417,1461.2681,-5729.464,-5596.2124,-5465.959,-5025.445,-4649.197,4818.653,5167.535,6002.9497,6337.488,6640.444,-6317.9414,-6228.217,-5898.594,-5582.179,-5117.2964,1800.5,1941.0,2137.5,2497.0,2743.6666666666665,0.7113309864958214,485.85714285714283,521.1428571428571,567.0,645.5,696.5,1623.0,1722.5,1891.5,2106.3333333333335,2199.3333333333335,841.3333333333334,920.4,994.3333333333334,1094.6666666666667,1226.75,361.81906,14.046326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.28077252635677,67.39318466639372]}"
00000000000000000172_0,250.0,290.8333333333333,329.6666666666667,414.5,519.0,3373.617082130476,4013.047368024812,4724.935002133671,5287.357106978253,5618.956198947105,420.6666666666667,453.92857142857144,492.0,551.6666666666667,668.0,,42.51831224,,3749.716,4700.482,5293.8716,5694.138,5992.122,525.46484,1071.0212,1767.4396,2085.6409,2314.9934,-6640.5693,-6435.094,-6240.009,-5856.666,-5247.342,5926.6924,6672.2812,7407.5444,7695.71,7989.9946,-7557.786,-7457.9546,-7122.578,-6742.244,-5749.277,2343.6666666666665,2610.0,2900.5,3178.0,3446.0,0.059393777483367494,363.25,387.375,443.4,530.4,692.0,1935.0,2031.6666666666665,2160.25,2271.0,2395.5,788.0,857.6666666666666,921.1190476190476,995.0,1163.0,329.6432,8.012322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.2869709018172,67.392376182638]}"
00000000000000000094_0,221.66666666666666,320.43243243243245,320.43243243243245,560.75,820.0,1523.0852655314388,1905.4454528616413,2406.724258470712,2976.5502219897658,3412.5141618545467,357.75,451.1714285714286,451.1714285714286,572.3125,834.0,,0.622758620689655,,2743.1907,3561.2383,4469.808,5161.168,5772.965,105.11817,1071.2924,1744.0951,2270.3533,2853.1702,-4767.932,-4514.7153,-3880.5652,-2984.496,-1349.1124,3490.196,4436.007,5719.1157,6314.8706,6777.7666,-6056.274,-5746.1045,-5085.87,-4066.6724,-3188.8545,1169.0,1361.3333333333333,1547.3333333333333,1827.0,2112.0,0.06592823001882664,330.60714285714283,330.60714285714283,439.625,565.3571428571429,678.3333333333334,839.0,976.25,1192.888888888889,1288.6666666666667,1358.1666666666667,399.6666666666667,495.25,628.0,712.4,816.0,103.90428,1.1892849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.33019816411075,68.04643954100543]}"
00000000000000000091_0,359.0,410.2857142857143,469.25,649.0,907.0,1839.5743810108456,2544.2048938410844,3122.7004348371315,3783.2271102129644,4403.138717321214,537.75,585.3333333333334,681.75,806.0,1031.5,,4.61625,,1548.3724,2731.4548,3700.7842,4269.5137,4694.4443,-788.55383,-126.38836,538.508,1104.395,1482.6239,-5966.332,-5656.0957,-5360.884,-4909.964,-3990.1072,3031.542,4497.577,5356.233,6163.6484,6521.524,-6522.411,-6109.3584,-5645.042,-5073.294,-4101.5674,2019.0,2231.0,2472.5,2680.3333333333335,3339.0,0.9186146285446861,531.4,586.6666666666666,742.5,938.0,1206.0,1906.5,2020.75,2229.3333333333335,2548.5,2912.0,950.0,1030.6666666666667,1096.0,1386.0,1699.6666666666667,460.48843,0.76754785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.22256169594584,68.23023484813629]}"
00000000000000000097_0,361.0,438.75,503.25,607.625,757.5,1975.659689977339,2748.422947658697,3448.8719575831624,4105.38636929829,4720.941564526407,588.75,663.5,718.4333333333334,797.0,923.5,,9.524999999999999,,673.01965,2355.3396,3294.8545,4164.031,4545.027,-1397.2474,-407.33554,293.8592,947.3414,1378.8329,-5799.3457,-5577.8193,-5365.74,-4772.7686,-4222.0986,3617.176,4982.172,5600.4053,6260.2124,6634.185,-6387.5737,-5856.167,-5384.7295,-4837.7607,-4050.2512,1798.3333333333333,2074.5,2445.0,2783.5,3159.5,0.19469789666210735,536.0,612.875,678.2857142857143,796.6666666666666,941.0,2007.5,2189.75,2397.5,2536.1666666666665,2698.0,1053.5,1166.7083333333335,1281.5833333333335,1412.75,1568.0,114.85547,11.527107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.5031192820219,68.01544766370331]}"
000000000000000000a5_0,328.4,328.4,438.98148148148147,548.9375,953.6666666666666,2444.9831445778564,3605.51841403563,4332.68459397917,4845.664650103015,5366.030671032736,583.4666666666667,583.4666666666667,583.4666666666667,689.6285714285714,1112.5,,4.233333333,,2544.7078,4042.6074,5004.9795,5572.024,5814.4863,-93.68148,910.6419,1582.204,2059.5789,2475.507,-5848.6675,-5655.869,-5410.4346,-4949.4473,-3239.4365,4135.3657,5358.5493,6418.4907,7196.5625,7408.7783,-6958.6025,-6763.8643,-6291.876,-5523.2173,-4266.6636,2142.0,2610.5714285714284,2864.75,3148.4,3476.0,0.32411159641696075,467.93548387096774,467.93548387096774,574.4473684210526,687.0833333333334,956.6,1870.8,1999.6666666666667,2092.1111111111113,2240.5,2451.0,810.5,856.0,982.8333333333334,1110.5,1335.5,140.32173,1.0854428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.96045159316716,67.89040217615387]}"
000000000000000000ac_0,414.0,507.0,647.5,1131.0,1781.0,1360.4922230290056,1883.4911486208312,2853.9370163167273,3620.620820441161,4169.9335616721,617.0,650.0,779.0,1305.0,1978.0,,18.514659291587297,,2036.1709,2423.0977,3404.2231,4105.4355,5467.626,-553.58264,-105.594246,595.5041,1051.2129,2380.0383,-5626.6665,-5158.9976,-4467.8833,-2564.1025,-726.676,1367.6527,3062.6655,4541.946,5658.0493,5962.2886,-5750.2837,-5575.221,-4828.94,-3285.31,-1987.0366,1930.0,2234.0,2448.0,2751.0,3046.0,0.33519939813773547,621.0,693.0,818.0,1334.0,2247.0,1933.0,2098.0,2260.0,2432.0,2770.0,941.0,1112.0,1278.0,1469.0,1690.0,1091.3032,3.3202035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.44575644979474,68.06826860240953]}"
000000000000000000ee_0,336.09090909090907,436.53846153846155,436.53846153846155,562.4375,952.0,2607.335281737276,3406.0307225488336,3963.12259551869,4409.897147166199,4768.525477228319,588.9767441860465,588.9767441860465,588.9767441860465,698.8928571428571,1074.8333333333333,,27.199999999999996,,2776.9985,3980.5693,4828.5474,5132.76,5300.5464,394.46625,854.38336,1480.0128,1650.0286,1975.8855,-5867.998,-5589.9297,-5343.5776,-4816.764,-3488.7502,4210.843,4899.6816,6245.077,6699.2983,7068.245,-6764.31,-6498.6533,-6240.0957,-5583.9546,-4771.8237,2248.5714285714284,2508.5,2755.595238095238,2987.6666666666665,3367.0,0.5373683786633936,461.2307692307692,576.1666666666666,684.8421052631579,824.9230769230769,1062.1666666666667,1841.0,1995.857142857143,2095.5714285714284,2256.6666666666665,2506.0,857.1666666666666,910.3636363636364,1008.5,1177.0,1317.0,499.06805,7.8239255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.92415050712503,67.88447329527868]}"
000000000000000000c9_0,453.35714285714283,453.35714285714283,570.3703703703703,694.5333333333333,1094.0,1591.7647138712664,2015.9993568097764,2641.4919319687397,3254.086455814424,3431.7221933344244,586.8888888888889,706.0625,706.0625,806.35,1108.3333333333333,,6.786666666,,926.3521,1623.0635,2832.1375,3490.5403,4089.196,-1839.2781,-1051.8518,-185.1475,363.97778,1027.532,-5837.7437,-5597.8843,-5152.449,-4553.4927,-2714.6814,2761.9048,3538.198,4586.826,5228.7466,5584.4155,-5679.2285,-5235.254,-4872.1226,-4114.7827,-3017.6677,1738.0,1989.7,2237.8333333333335,2491.2,2870.8,0.16663429049476464,601.8571428571429,710.6785714285714,813.35,957.0,1190.0,1837.0,2156.0,2389.0,2544.5,2804.0,941.0,1125.8,1260.0,1498.6666666666667,1709.6666666666667,370.66522,1.0776492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.71240844609437,67.97367600299175]}"
0000000000000000000f_0,263.1666666666667,295.7142857142857,340.2857142857143,419.0,653.0,3027.014206240009,3495.8932801337232,4073.7805522347558,4389.884861520611,4736.603088101726,424.1666666666667,455.8333333333333,505.2857142857143,567.6666666666666,756.0,,5.552926557654546,,3875.8289,4627.7363,5036.963,5264.583,5493.598,908.505,1310.2137,1799.489,2004.5708,2187.153,-5984.471,-5659.349,-5406.6074,-5041.9946,-4253.2544,5066.9453,6553.933,7003.1035,7422.1377,7599.866,-6925.6616,-6743.1753,-6510.5117,-5968.2417,-4741.8115,2054.0,2183.8,2370.0,2567.0,2779.6666666666665,0.23410427458174288,330.3333333333333,360.6,425.0,505.75,682.0,1528.0,1603.0,1686.2222222222222,1798.3333333333333,1912.0,714.25,758.4285714285714,807.6,872.3333333333334,962.5,319.7614,22.331581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.63333840396444,67.34737058690362]}"
000000000000000000ff_0,753.5,799.0,850.5,1000.0,1292.5,592.1312824104696,716.8382540258156,951.2890154675042,1100.6130223298505,1652.2440944525229,882.0,928.0,1008.0,1104.5,1392.5,,9.26,,-2146.5254,-1905.4509,-1664.7723,-1343.9662,-42.02177,-2873.8354,-2687.7402,-2470.917,-2230.2297,-847.51086,-4480.158,-4218.847,-3999.5312,-3784.2095,-3054.6785,973.97095,1313.4891,1596.5294,1888.7869,2064.639,-2227.5125,-1998.2899,-1735.6648,-1390.9531,-984.7369,1212.0,1334.5,1420.5,1531.0,2168.0,0.6197225057797269,920.0,974.0,1012.5,1120.0,1345.0,2225.5,2275.0,2354.5,2447.0,2809.5,1878.0,1933.0,2003.0,2095.0,2367.0,1047.1268,22.054672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.3136645886011,67.77505849367293]}"
0000000000000000000d_0,167.0,260.0,318.0,410.0,689.0,638.214946896619,905.1377794583356,1243.0213398514206,1866.4752333094036,2541.934371092234,246.0,283.0,366.0,513.0,755.0,,1.37295918367347,,2480.1157,2927.3503,3684.8228,5036.1943,5387.3555,329.2181,699.70844,1096.3325,2126.7722,3074.9353,-4711.8154,-4359.7124,-3688.429,-1813.3334,268.4564,2316.4731,3443.7085,4555.5264,5297.723,6014.8286,-5398.854,-5080.058,-4521.595,-3321.2341,-2082.7942,506.0,667.0,863.5,1532.0,1938.0,0.4076981329403129,215.0,265.0,344.5,505.0,686.0,327.0,499.0,723.5,1250.0,1516.0,168.0,259.0,466.5,670.0,933.0,1118.5708,29.124853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.0218551900643,67.37566751835338]}"
0000000000000000017b_0,298.3333333333333,329.625,418.6666666666667,602.5,761.0,3370.6517393042786,5089.726099275896,6547.147204788405,7011.553652504521,7468.318882297188,491.3333333333333,570.3333333333334,631.2,807.6,893.0,,4.087499999999996,,4433.403,5516.6016,6163.783,6556.114,6862.4536,1300.6135,2206.747,2795.6665,3172.2349,3388.7747,-6099.2656,-5911.5947,-5615.593,-4933.3335,-4142.903,5922.33,7028.0415,7637.191,8234.328,8544.633,-7823.423,-7504.2944,-7022.722,-6288.6934,-5615.5605,1942.0,3605.5,3980.5,4340.0,4535.666666666667,0.40066993083151314,326.0,382.0,502.2,630.3333333333334,822.6666666666666,1897.0,2219.0,2307.0,2425.0,2628.0,743.0,892.5,987.0,1071.0,1187.0,778.96875,31.227777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.03452143557035,67.40692889024075]}"
0000000000000000017c_0,304.2,372.57142857142856,494.85714285714283,604.875,815.5,2151.8987341772167,2946.577774030946,3778.2236746330173,4463.730468401405,4897.7788025516875,441.0,587.1428571428571,670.5,792.3333333333333,929.0,,3.5549955665,,3066.4304,3424.3606,4514.857,5046.0215,5949.367,81.14842,421.94904,1197.895,1644.2183,2183.4194,-5903.643,-5721.1367,-5237.995,-4201.971,-1538.4615,4077.459,5081.4854,5900.424,6646.896,6888.765,-6626.7173,-6302.4507,-5690.454,-5085.639,-3766.649,1299.0,2313.0,2757.125,3013.5,3221.5,0.6802918998789499,334.3333333333333,557.5454545454545,655.875,789.8,989.0,748.0,2065.25,2227.2,2450.6666666666665,2576.6666666666665,346.0,986.5,1105.0,1232.0,1326.0,544.0556,7.7680554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-153.02077721172333,67.40261697687697]}"
00000000000000000085_0,230.1,317.3,317.3,434.6363636363636,831.8,2259.032284060564,3228.682170542636,4442.493603529008,5328.24780397596,5942.130168334497,467.7741935483871,467.7741935483871,556.0645161290323,681.6666666666666,951.5714285714286,,13.53,,3441.1694,4784.173,5893.8604,6384.7695,6707.122,491.11807,1373.7721,2504.006,2959.3567,3248.5056,-5849.327,-5658.371,-5280.9224,-4338.3477,-2922.6978,4101.349,6042.9487,6855.0366,7786.7354,8140.4595,-7378.085,-7024.974,-6338.115,-5886.076,-4601.7363,1987.4,2359.25,2880.6666666666665,3251.0,3637.6666666666665,0.8447285446144985,328.3076923076923,328.3076923076923,463.8076923076923,567.6315789473684,812.3333333333334,1587.0,1714.0,1811.888888888889,1906.0,2033.6666666666667,665.2,698.8,771.75,898.0,1059.0,347.1272,4.414878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.26946747662242,68.32536643672455]}"
000000000000000000c7_0,372.0,414.0,479.0,627.0,809.0,2329.0568814089306,2942.67145917293,3372.9713559195275,4337.4990864576475,4744.0095252269675,581.0,637.0,676.0,796.0,1024.0,,11.52,,2695.0354,3714.4377,4313.083,4664.7646,5062.158,-47.225502,358.8467,1076.8615,1529.2296,2059.0986,-5680.153,-5492.2466,-5318.5596,-4790.935,-4019.8691,3628.8232,4799.659,5593.5947,6286.626,6743.692,-6533.3335,-6281.4355,-5874.579,-5353.7734,-4081.2917,2293.0,2585.0,2785.0,2978.0,3282.0,0.8968343103477879,534.0,613.0,761.0,915.0,1229.0,2016.0,2148.0,2272.0,2553.0,2768.0,923.0,1037.0,1128.0,1339.0,1568.0,661.59174,1.4304615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.65572017738458,68.02353250126039]}"
000000000000000000a0_0,681.0,745.0,857.0,1020.0,1342.0,1980.8188860199189,2386.0222822160536,3139.796259983739,3508.7719298245615,3988.710192778784,915.0,996.0,1121.0,1216.0,1520.0,,9.294222451659573,,319.7026,1276.102,1868.0859,2304.2776,3367.2605,-1722.1873,-1131.3265,-516.0849,-208.85547,462.4917,-5524.7983,-5332.7085,-5107.6323,-4528.3433,-2741.2522,2640.9797,3343.465,4051.724,4676.2935,4949.0317,-5078.37,-4844.4443,-4330.3804,-3793.401,-2758.9065,2364.0,2681.0,2919.0,3198.0,3580.0,0.4991194881687515,991.0,1061.0,1214.0,1374.0,1609.0,2862.0,3237.0,3433.0,3700.0,4052.0,1692.0,1940.0,2123.0,2356.0,2604.0,1230.2593,25.143724,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-150.39401348942945,68.10545885517209]}"
00000000000000000096_0,324.3333333333333,373.2,488.1666666666667,652.0,828.0,2589.612815171323,3071.764157371875,3688.0672518970396,4120.809479005534,4645.319621362628,551.8333333333334,600.6,680.7142857142857,824.5,952.5,,6.626666667,,3196.2063,3939.5518,4620.4526,4941.4404,5320.998,260.45087,836.30115,1278.4714,1838.8632,1960.1654,-5654.808,-5428.994,-5015.798,-4295.628,-3660.232,4647.1187,5010.598,5749.9756,6215.012,6596.3433,-6417.145,-6293.001,-5747.055,-5280.732,-4813.2456,2289.0,2489.0,2676.25,2912.0,3161.6666666666665,0.28692381948331536,534.0,601.6666666666666,726.3333333333334,838.5,976.0,1901.0,1989.5,2134.5,2228.3333333333335,2436.5,821.0,952.3333333333334,1015.8571428571429,1142.0,1258.5,231.42665,4.925978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-160.75284635672529,68.0701550645062]}"
0000000000000000007b_0,330.9,330.9,420.35714285714283,714.875,975.25,154.9601700242771,366.50631893177274,482.9080948657854,596.7403759144676,720.245952201412,330.8666666666667,445.6470588235294,572.0,694.6153846153846,1108.0,,0.02075,,-2923.2507,-2762.3672,-2348.0354,-1713.0507,-816.21906,-3511.077,-3403.315,-3074.5867,-2729.3992,-1873.1802,-5349.5063,-5095.179,-4448.85,-3662.3184,-2278.354,195.20357,984.97064,1518.0194,1704.7681,1996.1146,-2453.6533,-2153.8547,-1834.166,-1148.5977,-228.05804,465.5,591.25,822.0,1002.0,1510.0,0.17130769547622737,342.8888888888889,427.64285714285717,554.9375,806.625,1153.0,933.0,1169.0,1558.4,1820.0,2144.0,790.0,974.0,1343.0,1523.4,1869.0,637.9929,32.25303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.52467884884078,68.48841066079224]}"
00000000000000000149_0,339.6666666666667,385.8,461.5,569.6666666666666,714.0,2963.8787716777492,3682.963601119965,4365.399250598733,4721.65741336344,5066.570769765916,585.5,654.5,731.0,844.5,974.5,,10.626666666,,3304.5564,3956.5872,4584.854,5080.0767,5360.0,-23.37709,607.44116,1210.7391,1494.7489,1798.9849,-5959.9937,-5790.285,-5490.865,-5027.137,-4162.533,4462.163,5288.019,6134.277,6727.373,6987.335,-6765.6387,-6572.694,-6167.7925,-5532.286,-5100.445,2527.0,2827.75,3117.0,3285.0,3530.0,0.7378466302208792,558.6666666666666,605.0,731.0,876.3333333333334,1040.0,2228.0,2379.0,2473.2,2631.5,2762.0,987.5,1086.0,1154.3333333333333,1269.0,1446.0,196.0806,4.480543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.30971657563285,67.53062690486401]}"
00000000000000000121_0,344.1304347826087,437.1025641025641,437.1025641025641,573.5652173913044,927.6666666666666,2126.927885541765,2534.3332956703225,3311.3107365069577,4194.855250761845,4388.229007053762,582.5675675675676,582.5675675675676,692.3142857142857,692.3142857142857,934.0,,9.23,,2033.2441,3123.761,4116.7393,4459.89,4776.6323,-781.1121,4.5772023,709.1055,1149.6493,1433.4628,-6063.394,-5841.124,-5551.2373,-4753.5166,-3416.5068,3440.752,4580.4087,5547.924,6297.953,6709.9585,-6495.957,-6325.2627,-5827.89,-5072.153,-4208.278,2121.2,2346.823529411765,2483.3636363636365,2766.133333333333,3011.8571428571427,0.6296411924918408,570.8666666666667,570.8666666666667,703.7307692307693,836.3157894736842,1201.5,1697.0,2245.551724137931,2245.551724137931,2479.733333333333,2598.8,803.0,1034.5,1101.8333333333333,1252.5,1516.0,355.19156,1.5211066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.3613514073423,67.82491499194155]}"
00000000000000000019_0,304.0,342.0,426.0,552.0,927.5,2800.400381184718,3470.9832967611146,3947.977232809233,4483.358028376418,4919.387360705588,431.0,496.5,564.0,697.5,944.0,,310.37526120000007,,3616.6655,4555.553,5094.855,5563.8477,5870.1147,722.7686,1411.7982,1669.1516,2071.3357,2517.6746,-5832.9844,-5589.782,-5145.7964,-4294.007,-3141.511,4956.636,5986.5215,6514.2197,6979.1904,7568.2207,-6941.5693,-6554.6865,-6168.418,-5732.5054,-4331.4116,1977.0,2279.0,2515.0,2801.0,3087.5,0.9681593710937366,342.0,448.5,498.5,596.0,838.5,1520.0,1633.0,1782.5,1930.0,2034.0,670.5,750.5,811.0,895.0,1013.5,219.13734,2.660689,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-154.52267053524275,67.20103502712055]}"
